locus_id	chrom	start	end	gene	splice_score	strand	flag	recount_sources
LAMB2_49132189	chr3	49132189	49132190	LAMB2	0.097815	-	1	GTEX,SRA,TCGA
UBA7_49813647	chr3	49813647	49813648	UBA7	0.204461	-	1	GTEX,SRA,TCGA
TRAIP_49829508	chr3	49829508	49829509	TRAIP	0.268496	-	1	GTEX,SRA,TCGA
SEMA3F_50177327	chr3	50177327	50177328	SEMA3F	0.332576	+	1	GTEX,SRA,TCGA
LSMEM2_50279461	chr3	50279461	50279462	LSMEM2	0.095979	+	1	GTEX,SRA,TCGA
NT5DC2_52533501	chr3	52533501	52533502	NT5DC2	0.123618	-	2	GTEX,SRA,TCGA
PBRM1_52552205	chr3	52552205	52552206	PBRM1	0.158572	-	1	GTEX,SRA,TCGA
PBRM1_52552209	chr3	52552209	52552210	PBRM1	0.177762	-	1	GTEX,SRA,TCGA
RFT1_53118620	chr3	53118620	53118621	RFT1	0.091097	-	1	GTEX,SRA,TCGA
CHDH_53819188	chr3	53819188	53819189	CHDH	0.050234	-	1	GTEX,SRA,TCGA
IL17RB_53856449	chr3	53856449	53856450	IL17RB	0.004108	+	1	GTEX,SRA,TCGA
APPL1_57252823	chr3	57252823	57252824	APPL1	0.057597	+	1	GTEX,SRA,TCGA
PRICKLE2_64159207	chr3	64159207	64159208	PRICKLE2	0.114561	-	1	GTEX,SRA,TCGA
ADAMTS9_64541620	chr3	64541620	64541621	ADAMTS9	0.052682	-	1	GTEX,SRA,TCGA
ADAMTS9_64658388	chr3	64658388	64658389	ADAMTS9	0.038355	-	1	GTEX,SRA,TCGA
PROS1_93925041	chr3	93925041	93925042	PROS1	0.078014	-	1	GTEX,SRA,TCGA
TBC1D23_100294961	chr3	100294961	100294962	TBC1D23	0.055902	+	1	GTEX,SRA,TCGA
SENP7_101371566	chr3	101371566	101371567	SENP7	0.098197	-	1	GTEX,SRA,TCGA
CBLB_105678571	chr3	105678571	105678572	CBLB	0.179643	-	1	GTEX,SRA,TCGA
MYH15_108389813	chr3	108389813	108389814	MYH15	0.258374	-	1	GTEX,SRA,TCGA
MYH15_108470847	chr3	108470847	108470848	MYH15	0.021467	-	1	GTEX,SRA,TCGA
TMPRSS7_112061785	chr3	112061785	112061786	TMPRSS7	0.273688	+	1	GTEX,SRA,TCGA
SLC9C1_112277973	chr3	112277973	112277974	SLC9C1	0.052415	-	1	GTEX,SRA,TCGA
IGSF11_118904383	chr3	118904383	118904384	IGSF11	0.015329	-	1	GTEX,SRA,TCGA
POPDC2_119643048	chr3	119643048	119643049	POPDC2	0.192516	-	1	GTEX,SRA,TCGA
PARP15_122632084	chr3	122632084	122632085	PARP15	0.134348	+	1	GTEX,SRA,TCGA
SNX4_125449296	chr3	125449296	125449297	SNX4	0.062817	-	1	GTEX,SRA,TCGA
OSBPL11_125544658	chr3	125544658	125544659	OSBPL11	0.007209	-	1	GTEX,SRA
CHST13_126541265	chr3	126541265	126541266	CHST13	0.354232	+	1	GTEX,SRA,TCGA
TXNRD3_126609136	chr3	126609136	126609137	TXNRD3	0.006593	-	1	GTEX,SRA,TCGA
TXNRD3_126617497	chr3	126617497	126617498	TXNRD3	0.108981	-	1	GTEX,SRA,TCGA
ALG1L2_130092447	chr3	130092447	130092448	ALG1L2	0.038768	+	1	GTEX,SRA,TCGA
SLCO2A1_133938251	chr3	133938251	133938252	SLCO2A1	0.024425	-	1	GTEX,SRA,TCGA
CEP70_138530601	chr3	138530601	138530602	CEP70	0.085365	-	1	GTEX,SRA,TCGA
RNF13_149913841	chr3	149913841	149913842	RNF13	0.032021	+	1	GTEX,SRA,TCGA
GPR171_151199561	chr3	151199561	151199562	GPR171	0.321433	-	1	GTEX,SRA,TCGA
AADACL2_151736009	chr3	151736009	151736010	AADACL2	0.210948	+	1	GTEX,SRA,TCGA
PLCH1_155487836	chr3	155487836	155487837	PLCH1	0.063310	-	1	GTEX,SRA,TCGA
MLF1_158604064	chr3	158604064	158604065	MLF1	0.162388	+	1	GTEX,SRA,TCGA
SMC4_160423759	chr3	160423759	160423760	SMC4	0.329091	+	1	GTEX,SRA,TCGA
SI_165017673	chr3	165017673	165017674	SI	0.033995	-	1	GTEX,SRA,TCGA
PLD1_171696252	chr3	171696252	171696253	PLD1	0.042085	-	1	GTEX,SRA,TCGA
ECT2_172782714	chr3	172782714	172782715	ECT2	0.160242	+	1	GTEX,SRA
MRPL47_179604394	chr3	179604394	179604395	MRPL47	0.099617	-	1	GTEX,SRA,TCGA
MCF2L2_183223438	chr3	183223438	183223439	MCF2L2	0.046531	-	1	GTEX,SRA,TCGA
YEATS2_183716432	chr3	183716432	183716433	YEATS2	0.008479	+	1	GTEX,SRA,TCGA
IGF2BP2_185656247	chr3	185656247	185656248	IGF2BP2	0.139673	-	1	GTEX,SRA,TCGA
ATP13A4_193441789	chr3	193441789	193441790	ATP13A4	0.211851	-	1	GTEX,SRA,TCGA
LSG1_194649788	chr3	194649788	194649789	LSG1	0.078284	-	1	GTEX,SRA,TCGA
SLC51A_196228616	chr3	196228616	196228617	SLC51A	0.354541	+	1	GTEX,SRA,TCGA
TACC3_1729405	chr4	1729405	1729406	TACC3	0.055462	+	1	GTEX,SRA,TCGA
GRK4_3005121	chr4	3005121	3005122	GRK4	0.148650	+	1	GTEX,SRA,TCGA
GRK4_3021668	chr4	3021668	3021669	GRK4	0.226681	+	1	GTEX,SRA,TCGA
SORCS2_7734733	chr4	7734733	7734734	SORCS2	0.049325	+	1	GTEX,SRA,TCGA
AFAP1_7797831	chr4	7797831	7797832	AFAP1	0.315508	-	1	GTEX,SRA,TCGA
TRMT44_8442937	chr4	8442937	8442938	TRMT44	0.023118	+	1	GTEX,SRA,TCGA
CPEB2_15008336	chr4	15008336	15008337	CPEB2	0.143125	+	1	GTEX,SRA,TCGA
TBC1D1_38098111	chr4	38098111	38098112	TBC1D1	0.026796	+	1	GTEX,SRA,TCGA
KLF3_38688185	chr4	38688185	38688186	KLF3	0.145303	+	1	GTEX,SRA,TCGA
KLF3_38694551	chr4	38694551	38694552	KLF3	0.100979	+	1	GTEX,SRA,TCGA
LIAS_39463523	chr4	39463523	39463524	LIAS	0.163407	+	1	GTEX,SRA,TCGA
PDS5A_39839207	chr4	39839207	39839208	PDS5A	0.098721	-	1	GTEX,SRA,TCGA
GNPDA2_44714595	chr4	44714595	44714596	GNPDA2	0.044682	-	1	GTEX,SRA,TCGA
LNX1-AS1_53500411	chr4	53500411	53500412	LNX1-AS1	0.033468	+	1	GTEX,SRA
LNX1-AS1_53500415	chr4	53500415	53500416	LNX1-AS1	0.027713	+	1	GTEX,SRA
LNX1_53507605	chr4	53507605	53507606	LNX1	0.151983	-	1	GTEX,SRA,TCGA
NMU_55609282	chr4	55609282	55609283	NMU	0.103984	-	1	GTEX,SRA,TCGA
UBA6_67624709	chr4	67624709	67624710	UBA6	0.041613	-	1	GTEX,SRA,TCGA
YTHDC1_68322358	chr4	68322358	68322359	YTHDC1	0.106178	-	1	GTEX,SRA,TCGA
ADAMTS3_72307413	chr4	72307413	72307414	ADAMTS3	0.179195	-	1	GTEX,SRA,TCGA
AFM_73487557	chr4	73487557	73487558	AFM	0.209772	+	1	GTEX,SRA,TCGA
USO1_75806365	chr4	75806365	75806366	USO1	0.029512	+	1	GTEX,SRA,TCGA
ART3_76079140	chr4	76079140	76079141	ART3	0.194331	+	1	GTEX,SRA,TCGA
ANTXR2_79984118	chr4	79984118	79984119	ANTXR2	0.063992	-	1	GTEX,SRA,TCGA
HELQ_83423357	chr4	83423357	83423358	HELQ	0.190896	-	1	GTEX,SRA,TCGA
HELQ_83451852	chr4	83451852	83451853	HELQ	0.002700	-	1	GTEX,SRA,TCGA
HELQ_83451857	chr4	83451857	83451858	HELQ	0.001651	-	1	GTEX,SRA,TCGA
SLC10A6_86833090	chr4	86833090	86833091	SLC10A6	0.340840	-	1	GTEX,SRA,TCGA
PKD2_88036479	chr4	88036479	88036480	PKD2	0.080105	+	2	GTEX,SRA,TCGA
SMARCAD1_94266237	chr4	94266237	94266238	SMARCAD1	0.011766	+	2	GTEX,SRA,TCGA
ADH4_99124691	chr4	99124691	99124692	ADH4	0.525048	-	1	GTEX,SRA,TCGA
MTTP_99620681	chr4	99620681	99620682	MTTP	0.153547	+	1	GTEX,SRA,TCGA
DNAJB14_99908419	chr4	99908419	99908420	DNAJB14	0.285917	-	1	GTEX,SRA,TCGA
PPP3CA_101033922	chr4	101033922	101033923	PPP3CA	0.497690	-	1	GTEX,SRA,TCGA
PPP3CA_101081044	chr4	101081044	101081045	PPP3CA	0.151364	-	1	GTEX,SRA,TCGA
PAPSS1_107654967	chr4	107654967	107654968	PAPSS1	0.083073	-	1	GTEX,SRA,TCGA
PDE5A_119520306	chr4	119520306	119520307	PDE5A	0.217588	-	1	GTEX,SRA,TCGA
SLC25A31_127772694	chr4	127772694	127772695	SLC25A31	0.268632	+	1	GTEX,SRA,TCGA
LARP1B_128093030	chr4	128093030	128093031	LARP1B	0.049410	+	1	GTEX,SRA,TCGA
LARP1B_128206840	chr4	128206840	128206841	LARP1B	0.121348	+	1	GTEX,SRA,TCGA
ELF2_139064579	chr4	139064579	139064580	ELF2	0.327627	-	1	GTEX,SRA,TCGA
ZNF330_141224336	chr4	141224336	141224337	ZNF330	0.005953	+	1	GTEX,SRA,TCGA
SMARCA5_143542135	chr4	143542135	143542136	SMARCA5	0.092714	+	1	GTEX,SRA,TCGA
PRMT9_147666765	chr4	147666765	147666766	PRMT9	0.133298	-	1	GTEX,SRA,TCGA
KIAA0922_153467115	chr4	153467115	153467116	KIAA0922	0.094127	+	1	GTEX,SRA,TCGA
FGA_154590271	chr4	154590271	154590272	FGA	0.060107	-	1	GTEX,SRA,TCGA
GUCY1A3_155718882	chr4	155718882	155718883	GUCY1A3	0.008734	+	1	GTEX,SRA,TCGA
GUCY1B3_155805532	chr4	155805532	155805533	GUCY1B3	0.234824	+	1	GTEX,SRA,TCGA
SH3RF1_169121883	chr4	169121883	169121884	SH3RF1	0.010635	-	1	GTEX,SRA,TCGA
HPF1_169756127	chr4	169756127	169756128	HPF1	0.255565	-	1	GTEX,SRA,TCGA
AADAT_170069353	chr4	170069353	170069354	AADAT	0.147244	-	1	GTEX,SRA,TCGA
EXOC3_454404	chr5	454404	454405	EXOC3	0.109269	+	1	GTEX,SRA,TCGA
SLC9A3_490253	chr5	490253	490254	SLC9A3	0.019476	-	1	GTEX,SRA,TCGA
CEP72_612600	chr5	612600	612601	CEP72	0.299866	+	2	GTEX,SRA,TCGA
CEP72_643668	chr5	643668	643669	CEP72	0.272127	+	1	GTEX,SRA,TCGA
TRIP13_912597	chr5	912597	912598	TRIP13	0.246970	+	1	GTEX,SRA,TCGA
ICE1_5466177	chr5	5466177	5466178	ICE1	0.214814	+	1	GTEX,SRA,TCGA
NSUN2_6619315	chr5	6619315	6619316	NSUN2	0.037863	-	1	GTEX,SRA,TCGA
CDH9_26903824	chr5	26903824	26903825	CDH9	0.062556	-	1	GTEX,SRA,TCGA
PDZD2_32100966	chr5	32100966	32100967	PDZD2	0.119664	+	1	GTEX,SRA,TCGA
ZFR_32402546	chr5	32402546	32402547	ZFR	0.163968	-	1	GTEX,SRA,TCGA
NADK2_36225256	chr5	36225256	36225257	NADK2	0.032020	-	1	GTEX,SRA,TCGA
MROH2B_40998366	chr5	40998366	40998367	MROH2B	0.013160	-	1	GTEX,SRA,TCGA
C5orf51_41905479	chr5	41905479	41905480	C5orf51	0.045003	+	1	GTEX,SRA,TCGA
C5orf51_41913513	chr5	41913513	41913514	C5orf51	0.094383	+	1	GTEX,SRA,TCGA
CCDC152_42799159	chr5	42799159	42799160	CCDC152	0.044231	+	1	GTEX,SRA,TCGA
SETD9_56912257	chr5	56912257	56912258	SETD9	0.017455	+	1	GTEX,SRA,TCGA
ZSWIM6_61525146	chr5	61525146	61525147	ZSWIM6	0.457782	+	1	GTEX,SRA,TCGA
IPO11_62448692	chr5	62448692	62448693	IPO11	0.004303	+	2	GTEX,SRA,TCGA
IPO11_62448694	chr5	62448694	62448695	IPO11	0.003446	+	1	GTEX,SRA,TCGA
MAST4_67163145	chr5	67163145	67163146	MAST4	0.380942	+	1	GTEX,SRA,TCGA
NAIP_71002881	chr5	71002881	71002882	NAIP	0.059628	-	1	GTEX,SRA,TCGA
POLK_75580596	chr5	75580596	75580597	POLK	0.143184	+	1	GTEX,SRA,TCGA
ZFYVE16_80440954	chr5	80440954	80440955	ZFYVE16	0.171686	+	1	GTEX,SRA,TCGA
CKMT2_81264284	chr5	81264284	81264285	CKMT2	0.135240	+	1	GTEX,SRA,TCGA
LNPEP_97011088	chr5	97011088	97011089	LNPEP	0.082933	+	1	GTEX,SRA,TCGA
LNPEP_97011095	chr5	97011095	97011096	LNPEP	0.047189	+	1	GTEX,SRA,TCGA
PPIP5K2_103155907	chr5	103155907	103155908	PPIP5K2	0.090651	+	1	GTEX,SRA,TCGA
WDR36_111096165	chr5	111096165	111096166	WDR36	0.134694	+	1	GTEX,SRA,TCGA
APC_112837067	chr5	112837067	112837068	APC	0.130540	+	1	GTEX,SRA,TCGA
LVRN_116003932	chr5	116003932	116003933	LVRN	0.167925	+	1	GTEX,SRA,TCGA
DMXL1_119099415	chr5	119099415	119099416	DMXL1	0.185812	+	1	GTEX,SRA,TCGA
PHAX_126622767	chr5	126622767	126622768	PHAX	0.256566	+	1	GTEX,SRA,TCGA
LMNB1_126810139	chr5	126810139	126810140	LMNB1	0.388953	+	1	GTEX,SRA,TCGA
CCDC192_127707017	chr5	127707017	127707018	CCDC192	0.077994	+	1	GTEX,SRA,TCGA
CDKL3_134313410	chr5	134313410	134313411	CDKL3	0.236152	-	1	GTEX,SRA,TCGA
MATR3_139274613	chr5	139274613	139274614	MATR3	0.091756	+	1	GTEX,SRA,TCGA
SLC23A1_139379354	chr5	139379354	139379355	SLC23A1	0.150934	-	1	GTEX,SRA,TCGA
FCHSD1_141646722	chr5	141646722	141646723	FCHSD1	0.049099	-	1	GTEX,SRA,TCGA
ARHGAP26_143208691	chr5	143208691	143208692	ARHGAP26	0.013802	+	1	GTEX,SRA,TCGA
CSNK1A1_149504680	chr5	149504680	149504681	CSNK1A1	0.052303	-	1	GTEX,SRA,TCGA
CSNK1A1_149511063	chr5	149511063	149511064	CSNK1A1	0.013708	-	1	GTEX,SRA,TCGA
ARHGEF37_149628646	chr5	149628646	149628647	ARHGEF37	0.488622	+	1	GTEX,SRA,TCGA
NDST1_150527616	chr5	150527616	150527617	NDST1	0.218827	+	1	GTEX,SRA,TCGA
GPX3_151027430	chr5	151027430	151027431	GPX3	0.168422	+	1	GTEX,SRA,TCGA
RP11-54C4.3_151770772	chr5	151770772	151770773	RP11-54C4.3	0.021489	-	1	GTEX,SRA,TCGA
GEMIN5_154926074	chr5	154926074	154926075	GEMIN5	0.067369	-	1	GTEX,SRA,TCGA
TIMD4_156921951	chr5	156921951	156921952	TIMD4	0.389669	-	1	GTEX,SRA,TCGA
NOP16_176385929	chr5	176385929	176385930	NOP16	0.329353	-	1	GTEX,SRA,TCGA
HK3_176884743	chr5	176884743	176884744	HK3	0.118689	-	1	GTEX,SRA,TCGA
UIMC1_176969365	chr5	176969365	176969366	UIMC1	0.028961	-	1	GTEX,SRA,TCGA
NSD1_177280563	chr5	177280563	177280564	NSD1	0.108279	+	1	GTEX,SRA,TCGA
HNRNPAB_178206554	chr5	178206554	178206555	HNRNPAB	0.039409	+	1	GTEX,SRA,TCGA
ADAMTS2_179344507	chr5	179344507	179344508	ADAMTS2	0.324927	-	1	GTEX,SRA,TCGA
ADAMTS2_179344511	chr5	179344511	179344512	ADAMTS2	0.459930	-	1	GTEX,SRA,TCGA
RUFY1_179586562	chr5	179586562	179586563	RUFY1	0.211903	+	1	GTEX,SRA,TCGA
FOXF2_1393534	chr6	1393534	1393535	FOXF2	0.117588	+	1	GTEX,SRA,TCGA
SERPINB1_2839334	chr6	2839334	2839335	SERPINB1	0.313265	-	1	GTEX,SRA,TCGA
SERPINB6_2953186	chr6	2953186	2953187	SERPINB6	0.133395	-	1	GTEX,SRA,TCGA
PXDC1_3737616	chr6	3737616	3737617	PXDC1	0.087543	-	1	GTEX,SRA,TCGA
MBOAT1_20126163	chr6	20126163	20126164	MBOAT1	0.059181	-	1	GTEX,SRA,TCGA
MBOAT1_20151262	chr6	20151262	20151263	MBOAT1	0.012992	-	1	GTEX,SRA,TCGA
GPLD1_24467274	chr6	24467274	24467275	GPLD1	0.165084	-	1	GTEX,SRA,TCGA
KIAA0319_24552258	chr6	24552258	24552259	KIAA0319	0.175823	-	1	GTEX,SRA
GMNN_24779933	chr6	24779933	24779934	GMNN	0.365673	+	1	GTEX,SRA,TCGA
CARMIL1_25491946	chr6	25491946	25491947	CARMIL1	0.404920	+	1	GTEX,SRA,TCGA
ZSCAN26_28276193	chr6	28276193	28276194	ZSCAN26	0.047171	+	1	GTEX,SRA,TCGA
ZSCAN12_28383328	chr6	28383328	28383329	ZSCAN12	0.026026	-	1	GTEX,SRA,TCGA
GPX6_28505802	chr6	28505802	28505803	GPX6	0.170694	-	1	SRA
GPX5_28532319	chr6	28532319	28532320	GPX5	0.149971	+	1	GTEX,SRA,TCGA
OR2H1_29459368	chr6	29459368	29459369	OR2H1	0.033261	+	1	GTEX,SRA
VARS_31786540	chr6	31786540	31786541	VARS	0.093545	-	1	GTEX,SRA,TCGA
TNXB_32042606	chr6	32042606	32042607	TNXB	0.045714	-	1	GTEX,SRA,TCGA
TNXB_32087247	chr6	32087247	32087248	TNXB	0.093569	-	1	GTEX,SRA,TCGA
RNF5_32178794	chr6	32178794	32178795	RNF5	0.094204	+	1	GTEX,SRA,TCGA
UHRF1BP1_34855869	chr6	34855869	34855870	UHRF1BP1	0.026943	+	1	GTEX,SRA,TCGA
ZNF76_35293749	chr6	35293749	35293750	ZNF76	0.171890	+	1	GTEX,SRA,TCGA
TBC1D22B_37283012	chr6	37283012	37283013	TBC1D22B	0.076870	+	1	GTEX,SRA,TCGA
TREML2_41195652	chr6	41195652	41195653	TREML2	0.383762	-	1	GTEX,SRA,TCGA
UBR2_42689142	chr6	42689142	42689143	UBR2	0.162023	+	1	GTEX,SRA,TCGA
CUL9_43204931	chr6	43204931	43204932	CUL9	0.166047	+	1	GTEX,SRA,TCGA
SLC22A7_43300516	chr6	43300516	43300517	SLC22A7	0.046151	+	1	GTEX,SRA,TCGA
SLC22A7_43300549	chr6	43300549	43300550	SLC22A7	0.167777	+	1	GTEX,SRA,TCGA
ZNF318_43342468	chr6	43342468	43342469	ZNF318	0.057342	-	1	GTEX,SRA,TCGA
ZNF318_43342470	chr6	43342470	43342471	ZNF318	0.053064	-	1	GTEX,SRA,TCGA
TCTE1_44287189	chr6	44287189	44287190	TCTE1	0.042784	-	1	GTEX,SRA,TCGA
SLC25A27_46658527	chr6	46658527	46658528	SLC25A27	0.290030	+	1	GTEX,SRA,TCGA
ADGRF5_46854709	chr6	46854709	46854710	ADGRF5	0.016895	-	1	GTEX,SRA,TCGA
ADGRF5_46854714	chr6	46854714	46854715	ADGRF5	0.028105	-	1	GTEX,SRA,TCGA
RHAG_49617085	chr6	49617085	49617086	RHAG	0.156015	-	1	GTEX,SRA,TCGA
CRISP3_49730780	chr6	49730780	49730781	CRISP3	0.022393	-	1	GTEX,SRA,TCGA
TFAP2B_50821476	chr6	50821476	50821477	TFAP2B	0.183988	+	1	GTEX,SRA,TCGA
PKHD1_52069621	chr6	52069621	52069622	PKHD1	0.098726	-	1	GTEX,SRA,TCGA
ICK_53010184	chr6	53010184	53010185	ICK	0.141638	-	1	GTEX,SRA,TCGA
HCRTR2_55280538	chr6	55280538	55280539	HCRTR2	0.013414	+	1	GTEX,SRA,TCGA
RP1-240B8.3_61679500	chr6	61679500	61679501	RP1-240B8.3	0.049793	-	1	GTEX,SRA,TCGA
IMPG1_76022542	chr6	76022542	76022543	IMPG1	0.219616	-	1	SRA,TCGA
IBTK_82177052	chr6	82177052	82177053	IBTK	0.030149	-	1	GTEX,SRA,TCGA
TBX18_84756869	chr6	84756869	84756870	TBX18	0.170602	-	1	GTEX,SRA,TCGA
SYNCRIP_85642343	chr6	85642343	85642344	SYNCRIP	0.128544	-	1	GTEX,SRA,TCGA
MMS22L_97229576	chr6	97229576	97229577	MMS22L	0.236323	-	1	GTEX,SRA,TCGA
MCHR2_99943143	chr6	99943143	99943144	MCHR2	0.171940	-	1	GTEX,SRA,TCGA
SIM1_100449699	chr6	100449699	100449700	SIM1	0.252720	-	1	GTEX,SRA,TCGA
LIN28B_104957786	chr6	104957786	104957787	LIN28B	0.002893	+	1	GTEX,SRA,TCGA
BVES_105125578	chr6	105125578	105125579	BVES	0.039016	-	1	GTEX,SRA,TCGA
ROS1_117338694	chr6	117338694	117338695	ROS1	0.113719	-	1	GTEX,SRA,TCGA
SMPDL3A_122799256	chr6	122799256	122799257	SMPDL3A	0.189388	+	1	GTEX,SRA,TCGA
TRMT11_125986878	chr6	125986878	125986879	TRMT11	0.047594	+	1	GTEX,SRA,TCGA
ARHGAP18_129638946	chr6	129638946	129638947	ARHGAP18	0.335609	-	1	GTEX,SRA,TCGA
MED23_131614069	chr6	131614069	131614070	MED23	0.402171	-	1	GTEX,SRA,TCGA
MAP7_136361216	chr6	136361216	136361217	MAP7	0.016598	-	1	GTEX,SRA,TCGA
CCDC28A_138782517	chr6	138782517	138782518	CCDC28A	0.039826	+	1	GTEX,SRA,TCGA
STXBP5_147266105	chr6	147266105	147266106	STXBP5	0.136621	+	1	GTEX,SRA,TCGA
LATS1_149680666	chr6	149680666	149680667	LATS1	0.038259	-	1	GTEX,SRA,TCGA
NUP43_149728378	chr6	149728378	149728379	NUP43	0.095061	-	1	GTEX,SRA,TCGA
IYD_150390864	chr6	150390864	150390865	IYD	0.044802	+	1	GTEX,SRA,TCGA
SYNE1_152461855	chr6	152461855	152461856	SYNE1	0.437226	-	1	GTEX,SRA,TCGA
SYNJ2_158062220	chr6	158062220	158062221	SYNJ2	0.111981	+	1	GTEX,SRA,TCGA
SYTL3_158663624	chr6	158663624	158663625	SYTL3	0.129206	+	1	GTEX,SRA,TCGA
EZR_158786566	chr6	158786566	158786567	EZR	0.467276	-	1	GTEX,SRA,TCGA
MAP3K4_161098106	chr6	161098106	161098107	MAP3K4	0.002362	+	1	GTEX,SRA,TCGA
AFDN_167944246	chr6	167944246	167944247	AFDN	0.075987	+	1	GTEX,SRA,TCGA
KIF25_168042274	chr6	168042274	168042275	KIF25	0.297269	+	1	GTEX,SRA,TCGA
DACT2_168312160	chr6	168312160	168312161	DACT2	0.196832	-	1	GTEX,SRA,TCGA
DLL1_170285699	chr6	170285699	170285700	DLL1	0.027773	-	1	GTEX,SRA,TCGA
DNAAF5_783183	chr7	783183	783184	DNAAF5	0.128896	+	1	GTEX,SRA,TCGA
SUN1_841518	chr7	841518	841519	SUN1	0.135876	+	1	GTEX,SRA,TCGA
TNRC18_5315148	chr7	5315148	5315149	TNRC18	0.073458	-	1	GTEX,SRA,TCGA
ZNF12_6693656	chr7	6693656	6693657	ZNF12	0.282537	-	1	GTEX,SRA,TCGA
COL28A1_7535655	chr7	7535655	7535656	COL28A1	0.007171	-	1	GTEX,SRA,TCGA
SP8_20786386	chr7	20786386	20786387	SP8	0.426488	-	1	GTEX,SRA,TCGA
IGF2BP3_23313468	chr7	23313468	23313469	IGF2BP3	0.012018	-	1	GTEX,SRA,TCGA
TAX1BP1_27828510	chr7	27828510	27828511	TAX1BP1	0.153394	+	1	GTEX,SRA,TCGA
MINDY4_30853227	chr7	30853227	30853228	MINDY4	0.170193	+	1	GTEX,SRA,TCGA
GHRHR_30975775	chr7	30975775	30975776	GHRHR	0.071507	+	1	GTEX,SRA,TCGA
TBX20_35249568	chr7	35249568	35249569	TBX20	0.218353	-	1	GTEX,SRA,TCGA
TBX20_35249572	chr7	35249572	35249573	TBX20	0.361485	-	1	GTEX,SRA,TCGA
YAE1D1_39567409	chr7	39567409	39567410	YAE1D1	0.119752	+	1	GTEX,SRA,TCGA
TNS3_47415206	chr7	47415206	47415207	TNS3	0.204377	-	1	GTEX,SRA,TCGA
IKZF1_50394357	chr7	50394357	50394358	IKZF1	0.252000	+	1	GTEX,SRA,TCGA
SEC61G_54753029	chr7	54753029	54753030	SEC61G	0.139514	-	1	GTEX,SRA,TCGA
EGFR_55155828	chr7	55155828	55155829	EGFR	0.115017	+	1	GTEX,SRA,TCGA
SEPT14_55862592	chr7	55862592	55862593	SEPT14	0.081957	-	1	GTEX,SRA
RABGEF1_66796732	chr7	66796732	66796733	RABGEF1	0.092478	+	1	GTEX,SRA,TCGA
NSUN5_73304036	chr7	73304036	73304037	NSUN5	0.143504	-	1	GTEX,SRA,TCGA
BAZ1B_73449689	chr7	73449689	73449690	BAZ1B	0.190226	-	1	GTEX,SRA,TCGA
MLXIPL_73595969	chr7	73595969	73595970	MLXIPL	0.205971	-	1	GTEX,SRA,TCGA
SEMA3C_80794853	chr7	80794853	80794854	SEMA3C	0.050689	-	1	GTEX,SRA,TCGA
ABCB4_87418851	chr7	87418851	87418852	ABCB4	0.047157	-	1	GTEX,SRA,TCGA
CFAP69_90262210	chr7	90262210	90262211	CFAP69	0.080441	+	1	GTEX,SRA,TCGA
AKAP9_92045006	chr7	92045006	92045007	AKAP9	0.086822	+	1	GTEX,SRA,TCGA
CASD1_94523039	chr7	94523039	94523040	CASD1	0.327794	+	1	GTEX,SRA,TCGA
TECPR1_98236921	chr7	98236921	98236922	TECPR1	0.084101	-	1	GTEX,SRA,TCGA
GPC2_100171436	chr7	100171436	100171437	GPC2	0.183624	-	1	GTEX,SRA,TCGA
GPC2_100176365	chr7	100176365	100176366	GPC2	0.268482	-	1	GTEX,SRA,TCGA
ZAN_100767008	chr7	100767008	100767009	ZAN	0.223612	+	1	GTEX,SRA,TCGA
ZAN_100792548	chr7	100792548	100792549	ZAN	0.077028	+	1	GTEX,SRA,TCGA
SLC12A9_100861735	chr7	100861735	100861736	SLC12A9	0.105570	+	1	GTEX,SRA,TCGA
SERPINE1_101131873	chr7	101131873	101131874	SERPINE1	0.078499	+	1	GTEX,SRA,TCGA
CLDN15_101232720	chr7	101232720	101232721	CLDN15	0.112693	-	1	GTEX,SRA,TCGA
ARMC10_103083064	chr7	103083064	103083065	ARMC10	0.060003	+	1	GTEX,SRA,TCGA
NAPEPLD_103124552	chr7	103124552	103124553	NAPEPLD	0.039214	-	1	GTEX,SRA,TCGA
RELN_103489076	chr7	103489076	103489077	RELN	0.017166	-	1	GTEX,SRA,TCGA
KMT2E_105108661	chr7	105108661	105108662	KMT2E	0.042684	+	1	GTEX,SRA,TCGA
SLC26A4_107712491	chr7	107712491	107712492	SLC26A4	0.221940	+	1	GTEX,SRA,TCGA
SLC26A3_107788071	chr7	107788071	107788072	SLC26A3	0.137068	-	1	GTEX,SRA,TCGA
PNPLA8_108485693	chr7	108485693	108485694	PNPLA8	0.020868	-	1	GTEX,SRA,TCGA
IFRD1_112459616	chr7	112459616	112459617	IFRD1	0.116438	+	1	GTEX,SRA,TCGA
SLC13A1_123128946	chr7	123128946	123128947	SLC13A1	0.191489	-	1	GTEX,SRA,TCGA
AHCYL2_129410507	chr7	129410507	129410508	AHCYL2	0.182689	+	1	GTEX,SRA,TCGA
AGBL3_134986982	chr7	134986982	134986983	AGBL3	0.091630	+	1	GTEX,SRA,TCGA
SLC13A4_135706600	chr7	135706600	135706601	SLC13A4	0.529401	-	1	GTEX,SRA,TCGA
CREB3L2_137882082	chr7	137882082	137882083	CREB3L2	0.096106	-	1	GTEX,SRA,TCGA
ZC3HAV1L_139028614	chr7	139028614	139028615	ZC3HAV1L	0.051206	-	1	GTEX,SRA,TCGA
