decoyID	intron_gc	site_gc_49nt
SCARA5_27907439	0.512831	0.571429
SCARB1_124790521	0.483262	0.489796
SCARB1_124793816	0.483262	0.510204
SCARF1_1637720	0.565118	0.571429
SCARF2_20429071	0.575866	0.632653
SCARF2_20432216	0.598248	0.571429
SCARF2_20436823	0.598248	0.653061
SCCPDH_246736227	0.430515	0.448980
SCCPDH_246758781	0.324963	0.408163
SCCPDH_246759879	0.366460	0.346939
SCCPDH_246765466	0.366471	0.306122
SCD_100351274	0.491416	0.632653
SCD_100352092	0.491416	0.408163
SCEL_77635170	0.331585	0.387755
SCEL_77638088	0.369721	0.367347
SCG2_223599890	0.304552	0.387755
SCG5_32683638	0.427063	0.367347
SCGB1A1_62421077	0.486971	0.448980
SCGB2A1_62209307	0.499385	0.551020
SCGB2A1_62209465	0.499385	0.489796
SCGB3A2_147881250	0.391573	0.326531
SCIMP_5215488	0.468830	0.551020
SCIN_12644499	0.388060	0.265306
SCIN_12649617	0.368467	0.346939
SCLT1_128891265	0.363161	0.367347
SCLY_238083847	0.432786	0.448980
SCMH1_41028466	0.579545	0.510204
SCMH1_41039239	0.430613	0.448980
SCMH1_41230554	0.388600	0.571429
SCML4_107748288	0.431281	0.489796
SCN10A_38702237	0.449603	0.326531
SCN10A_38713605	0.449074	0.612245
SCN10A_38751049	0.430678	0.448980
SCN10A_38792359	0.395674	0.469388
SCN11A_38875406	0.341476	0.448980
SCN11A_38895764	0.387234	0.387755
SCN11A_38904723	0.478860	0.530612
SCN11A_38908440	0.447368	0.408163
SCN2A_165309163	0.355476	0.285714
SCN2A_165324775	0.338406	0.469388
SCN2A_165329350	0.341082	0.448980
SCN2A_165368164	0.442629	0.551020
SCN2B_118168408	0.636678	0.591837
SCN3A_165141622	0.339895	0.408163
SCN3A_165162853	0.344740	0.448980
SCN3A_165163893	0.331378	0.346939
SCN3A_165168567	0.332384	0.367347
SCN3B_123642045	0.481194	0.489796
SCN4A_63942391	0.562500	0.387755
SCN4A_63948926	0.642743	0.612245
SCN4A_63954554	0.529367	0.489796
SCN4A_63961796	0.583036	0.571429
SCN4A_63963586	0.583036	0.612245
SCN4A_63966642	0.521651	0.530612
SCN4A_63969330	0.486458	0.571429
SCN4B_118142971	0.481571	0.530612
SCN4B_118151679	0.540295	0.510204
SCN5A_38552489	0.472426	0.489796
SCN5A_38566101	0.573495	0.591837
SCN5A_38566261	0.573495	0.612245
SCN5A_38584148	0.508914	0.612245
SCN5A_38586495	0.543446	0.530612
SCN5A_38587794	0.427868	0.591837
SCN5A_38600059	0.482085	0.571429
SCN5A_38603025	0.482085	0.591837
SCN5A_38605032	0.511516	0.469388
SCN5A_38606305	0.559615	0.510204
SCN5A_38608765	0.562212	0.489796
SCN5A_38608771	0.562212	0.510204
SCN5A_38612703	0.532918	0.571429
SCN7A_166443166	0.334857	0.367347
SCN7A_166468686	0.295224	0.224490
SCN8A_51773837	0.460200	0.510204
SCN8A_51775016	0.447025	0.469388
SCN8A_51782986	0.397920	0.326531
SCN8A_51790585	0.449328	0.448980
SCN9A_166240786	0.390883	0.551020
SCN9A_166275972	0.347943	0.489796
SCN9A_166304383	0.320793	0.346939
SCNN1B_23352079	0.473008	0.489796
SCNN1B_23354289	0.531924	0.530612
SCNN1B_23373882	0.538921	0.551020
SCNN1G_23182903	0.497071	0.755102
SCNN1G_23183531	0.497071	0.653061
SCP2_52987859	0.382632	0.224490
SCPEP1_56996661	0.475113	0.632653
SCRIB_143799564	0.556291	0.673469
SCRIB_143812444	0.678241	0.673469
SCRIB_143814394	0.601826	0.612245
SCRN1_29935564	0.455205	0.489796
SCRN3_174399423	0.301555	0.326531
SCRN3_174425536	0.340516	0.244898
SCTR_119441895	0.440589	0.673469
SCTR_119448557	0.445923	0.551020
SCTR_119449049	0.492413	0.571429
SCTR_119451171	0.492413	0.571429
SCTR_119463359	0.504713	0.326531
SCTR_119473801	0.541302	0.693878
SCUBE1_43208415	0.628163	0.530612
SCUBE1_43224374	0.540534	0.489796
SCUBE1_43230498	0.576833	0.653061
SCUBE1_43259964	0.547217	0.551020
SCUBE1_43261405	0.547217	0.591837
SCUBE2_9053241	0.505938	0.408163
SCUBE2_9069799	0.458776	0.510204
SCUBE3_35245033	0.521635	0.428571
SCX_144267502	0.645720	0.489796
SCYL1_65530476	0.529194	0.469388
SCYL2_100291282	0.342789	0.367347
SCYL2_100316598	0.371373	0.408163
SCYL2_100317036	0.371373	0.653061
SCYL3_169861639	0.410588	0.448980
SCYL3_169868330	0.370010	0.428571
SDAD1_75972168	0.417115	0.530612
SDAD1_75972383	0.417115	0.428571
SDAD1_75989673	0.427014	0.346939
SDC1_20204712	0.573739	0.530612
SDC4_45335378	0.469027	0.469388
SDC4_45336064	0.522976	0.591837
SDC4_45336075	0.522976	0.510204
SDCCAG3_136403655	0.617823	0.612245
SDCCAG8_243426215	0.343114	0.367347
SDE2_225991883	0.400387	0.428571
SDE2_225998544	0.411394	0.346939
SDF4_1223516	0.658228	0.653061
SDF4_1227097	0.630585	0.673469
SDF4_1227561	0.630585	0.693878
SDHAF2_61440789	0.452153	0.408163
SDHA_219042	0.462769	0.469388
SDHA_224339	0.399494	0.367347
SDHA_252847	0.463064	0.408163
SDHA_254770	0.474001	0.612245
SDHA_255098	0.474001	0.632653
SDHB_17023186	0.447665	0.448980
SDHB_17028768	0.461948	0.510204
SDK1_3963143	0.504478	0.530612
SDK1_3963226	0.504478	0.551020
SDK1_3963309	0.504478	0.551020
SDK1_3963392	0.504478	0.571429
SDK1_3963475	0.504478	0.571429
SDK1_3964823	0.504478	0.551020
SDK1_3965642	0.504478	0.612245
SDK1_4016143	0.458764	0.591837
SDK1_4076942	0.502594	0.571429
SDK1_4131230	0.482190	0.612245
SDK1_4156093	0.535062	0.489796
SDK1_4158915	0.500928	0.551020
SDK1_4183145	0.517075	0.653061
SDK1_4234183	0.559262	0.571429
SDK1_4234899	0.559262	0.653061
SDK1_4236758	0.559262	0.612245
SDK2_73368680	0.503165	0.530612
SDK2_73380581	0.577381	0.632653
SDK2_73398429	0.531165	0.612245
SDK2_73398701	0.531165	0.448980
SDK2_73415992	0.471478	0.693878
SDK2_73429497	0.462605	0.612245
SDR16C5_56302391	0.451902	0.530612
SDR42E2_22178037	0.476026	0.591837
SDR42E2_22179867	0.509377	0.489796
SDR42E2_22181193	0.509377	0.448980
SDR42E2_22181340	0.509377	0.489796
SDR42E2_22181807	0.535135	0.612245
SDR42E2_22184855	0.514943	0.510204
SDR9C7_56926312	0.464132	0.428571
SDSL_113428282	0.593156	0.612245
SDSL_113432643	0.486140	0.551020
SDSL_113434000	0.486140	0.632653
SDS_113393555	0.487871	0.469388
SEC11A_84688442	0.403723	0.428571
SEC11A_84688449	0.403723	0.469388
SEC11C_59149456	0.453941	0.469388
SEC11C_59152112	0.426708	0.367347
SEC11C_59155380	0.403731	0.408163
SEC13_10304643	0.529070	0.571429
SEC13_10315679	0.504401	0.510204
SEC14L1_77193130	0.466793	0.367347
SEC14L1_77202303	0.488260	0.428571
SEC14L1_77203280	0.488260	0.612245
SEC14L2_30419122	0.446961	0.448980
SEC14L4_30494322	0.537405	0.612245
SEC14L5_4958700	0.603386	0.612245
SEC14L6_30525269	0.583333	0.591837
SEC16A_136472217	0.555498	0.551020
SEC16A_136472221	0.555498	0.551020
SEC16B_177936761	0.498821	0.510204
SEC16B_177948217	0.412994	0.346939
SEC16B_177968778	0.427874	0.469388
SEC22B_120170864	0.356803	0.367347
SEC23A_39051703	0.408389	0.612245
SEC23A_39090135	0.389660	0.367347
SEC23B_18511199	0.311644	0.367347
SEC23B_18520941	0.452967	0.551020
SEC23B_18526328	0.361364	0.387755
SEC23IP_119893324	0.437329	0.510204
SEC23IP_119897188	0.437329	0.551020
SEC23IP_119924580	0.400515	0.448980
SEC24A_134669879	0.436409	0.571429
SEC24A_134673330	0.438783	0.612245
SEC24A_134676746	0.421174	0.387755
SEC24A_134679864	0.418684	0.367347
SEC24A_134717978	0.418645	0.346939
SEC24B_109511644	0.303523	0.387755
SEC24C_73764663	0.494888	0.448980
SEC24D_118767044	0.369278	0.510204
SEC24D_118800015	0.380603	0.408163
SEC31A_82853057	0.406107	0.530612
SEC31A_82874947	0.313846	0.326531
SEC31B_100520018	0.466078	0.591837
SEC61A2_12132011	0.479687	0.510204
SEC61A2_12145071	0.449445	0.408163
SEC61A2_12147986	0.449445	0.591837
SEC61B_99228800	0.380137	0.448980
SEC61G_54753029	0.358547	0.591837
SEC62_169968590	0.380729	0.244898
SEC63_107901590	0.266968	0.285714
SECISBP2L_49009007	0.386672	0.346939
SECISBP2L_49010828	0.400935	0.530612
SECISBP2L_49011254	0.400935	0.387755
SECISBP2L_49014623	0.374131	0.448980
SECISBP2_89328523	0.403663	0.408163
SECISBP2_89345485	0.392262	0.448980
SECISBP2_89355193	0.465081	0.367347
SECISBP2_89358309	0.516068	0.551020
SECTM1_82326975	0.605940	0.714286
SEH1L_12954604	0.378128	0.591837
SEH1L_12966917	0.412543	0.408163
SEL1L2_13863824	0.426378	0.428571
SEL1L3_25787740	0.441902	0.510204
SEL1L3_25789885	0.469856	0.489796
SEL1L3_25804840	0.438102	0.387755
SEL1L3_25820407	0.446715	0.591837
SEL1L3_25830262	0.395349	0.326531
SEL1L_81493249	0.392180	0.612245
SEL1L_81504707	0.342388	0.530612
SEL1L_81528382	0.372642	0.306122
SEL1L_81531016	0.372642	0.408163
SELENOI_26358342	0.426660	0.612245
SELENOI_26374888	0.388652	0.346939
SELENOI_26377043	0.377178	0.387755
SELENOK_53891256	0.424528	0.571429
SELENON_25813428	0.529412	0.510204
SELENOO_50204340	0.505502	0.510204
SELENOO_50216592	0.605103	0.693878
SELENOT_150626358	0.372986	0.367347
SELP_169590369	0.371218	0.387755
SEMA3A_83985697	0.372762	0.428571
SEMA3B_50271635	0.533847	0.510204
SEMA3C_80806610	0.332234	0.244898
SEMA3D_85018571	0.321815	0.346939
SEMA3D_85074275	0.337522	0.551020
SEMA3E_83386138	0.375726	0.469388
SEMA3F_50176240	0.607346	0.530612
SEMA3F_50177327	0.488196	0.653061
SEMA3F_50184135	0.612463	0.632653
SEMA3F_50186520	0.598485	0.591837
SEMA3F_50187013	0.467641	0.428571
SEMA4A_156159861	0.506799	0.530612
SEMA4D_89382218	0.564741	0.653061
SEMA4D_89385720	0.564741	0.612245
SEMA4F_74655013	0.518390	0.469388
SEMA4G_100977508	0.481850	0.469388
SEMA5A_9053995	0.420797	0.469388
SEMA5B_122945410	0.512676	0.326531
SEMA5B_122946155	0.512676	0.367347
SEMA6A_116473272	0.375765	0.448980
SEMA6A_116473863	0.375765	0.673469
SEMA6B_4551877	0.539906	0.367347
SEMA6B_4556345	0.645761	0.571429
SEMA6D_47762505	0.408046	0.489796
SEMA6D_47763677	0.408054	0.408163
SEMA7A_74413437	0.526835	0.510204
SEMA7A_74415009	0.586651	0.653061
SEMA7A_74415311	0.586651	0.693878
SENP1_48047333	0.380597	0.387755
SENP1_48069552	0.399277	0.408163
SENP6_75634482	0.357143	0.408163
SENP7_101327193	0.349527	0.367347
SENP7_101365116	0.383171	0.591837
SEPHS1_13321822	0.484186	0.632653
SEPHS1_13323135	0.424665	0.408163
SEPHS1_13337780	0.444350	0.571429
SEPSECS_25127635	0.373220	0.510204
SEPSECS_25146028	0.363170	0.306122
SEPT10_109562293	0.415396	0.551020
SEPT10_109565052	0.316775	0.326531
SEPT11_77000860	0.397638	0.428571
SEPT11_77005855	0.406029	0.408163
SEPT11_77011621	0.406029	0.530612
SEPT11_77012442	0.385481	0.367347
SEPT11_77027996	0.433903	0.306122
SEPT11_77028153	0.433903	0.448980
SEPT11_77033649	0.388259	0.571429
SEPT12_4778855	0.520619	0.489796
SEPT14_55844443	0.382353	0.346939
SEPT3_41993466	0.433159	0.489796
SEPT5_19719211	0.667983	0.734694
SEPT6_119641361	0.483166	0.469388
SEPT7_35872523	0.360719	0.367347
SEPT7_35884359	0.346196	0.367347
SEPT8_132765027	0.541962	0.530612
SEPT9_77318810	0.533781	0.591837
SEPT9_77476701	0.556294	0.510204
SEPT9_77489337	0.651572	0.673469
SERAC1_158128624	0.388202	0.346939
SERAC1_158149192	0.385180	0.428571
SERAC1_158149869	0.385180	0.408163
SERBP1_67429660	0.401135	0.693878
SERGEF_18003796	0.389905	0.469388
SERGEF_18009052	0.468199	0.428571
SERGEF_18012191	0.468199	0.489796
SERHL2_42561669	0.525008	0.428571
SERINC2_31418853	0.506353	0.591837
SERINC2_31424530	0.551932	0.673469
SERINC2_31426256	0.559459	0.571429
SERINC5_80177108	0.441553	0.530612
SERPINA10_94291004	0.547348	0.489796
SERPINA12_94488728	0.486118	0.653061
SERPINA12_94492002	0.502801	0.612245
SERPINA12_94516426	0.532905	0.591837
SERPINA3_94622288	0.508705	0.591837
SERPINA6_94310787	0.486225	0.551020
SERPINA9_94466872	0.464064	0.510204
SERPINB11_63721849	0.452191	0.489796
SERPINB12_63557168	0.402668	0.530612
SERPINB1_2839334	0.389723	0.469388
SERPINB2_63891726	0.418515	0.448980
SERPINB2_63901680	0.366367	0.346939
SERPINB5_63486532	0.430822	0.408163
SERPINB5_63490374	0.456422	0.530612
SERPINB6_2953186	0.423488	0.489796
SERPINB7_63775789	0.343628	0.387755
SERPINB8_63980896	0.437149	0.367347
SERPINB8_63981473	0.437149	0.530612
SERPINC1_173910921	0.389195	0.387755
SERPINC1_173913035	0.462175	0.530612
SERPINE2_224028450	0.433694	0.489796
SERPINE3_51352194	0.360277	0.306122
SERPINE3_51361190	0.380502	0.265306
SERPINF1_1776312	0.500376	0.448980
SERPINF2_1752005	0.546684	0.510204
SERPINF2_1754006	0.543952	0.469388
SERTAD4_210240458	0.415085	0.469388
SESN1_109091225	0.376890	0.387755
SESN3_95193719	0.351879	0.489796
SESTD1_179182759	0.364317	0.265306
SETD1A_30978899	0.536027	0.612245
SETD1B_121811097	0.583792	0.448980
SETD1B_121827300	0.553439	0.510204
SETD2_47063608	0.385983	0.408163
SETD3_99402750	0.433039	0.448980
SETD3_99405026	0.397092	0.469388
SETD3_99406802	0.435692	0.306122
SETD3_99461500	0.379953	0.448980
SETD4_36036517	0.403583	0.510204
SETD4_36041692	0.470895	0.489796
SETD4_36044597	0.493538	0.510204
SETD4_36046951	0.428571	0.448980
SETD5_9466320	0.418942	0.285714
SETD6_58517410	0.453654	0.306122
SETD7_139531482	0.378296	0.612245
SETDB1_150929706	0.414659	0.346939
SETDB1_150947542	0.444286	0.510204
SETDB2_49452409	0.360864	0.551020
SETDB2_49455944	0.360864	0.346939
SETDB2_49464537	0.394799	0.346939
SETDB2_49482195	0.363580	0.326531
SETMAR_4315566	0.379592	0.346939
SETX_132295628	0.413712	0.510204
SETX_132341044	0.411565	0.551020
SETX_132342963	0.414620	0.387755
SETX_132344289	0.414620	0.591837
SETX_132348285	0.429496	0.591837
SETX_132351351	0.395205	0.387755
SETX_132353228	0.395205	0.428571
SEZ6L2_29883786	0.491578	0.428571
SEZ6L2_29888861	0.490433	0.510204
SEZ6_28959529	0.595556	0.551020
SEZ6_28969600	0.509717	0.469388
SF3A1_30338588	0.520763	0.510204
SF3A1_30343459	0.434486	0.346939
SF3A1_30344480	0.434486	0.428571
SF3A1_30351153	0.461826	0.469388
SF3A2_2240531	0.539352	0.469388
SF3A3_37984318	0.403587	0.428571
SF3A3_37989450	0.437756	0.612245
SF3A3_37989673	0.609489	0.673469
SF3A3_37989688	0.609489	0.591837
SF3B1_197416935	0.391985	0.244898
SF3B2_66060539	0.428322	0.387755
SF3B3_70551292	0.412627	0.285714
SF3B3_70568992	0.438757	0.653061
SF3B4_149924545	0.411312	0.387755
SFI1_31551486	0.421659	0.428571
SFMBT1_52918835	0.413930	0.448980
SFMBT1_52923305	0.403191	0.387755
SFMBT1_52928771	0.422748	0.510204
SFMBT1_52929353	0.422748	0.612245
SFMBT1_52930846	0.368627	0.510204
SFMBT2_7175929	0.496695	0.387755
SFMBT2_7196922	0.465623	0.530612
SFMBT2_7199177	0.415260	0.510204
SFMBT2_7200556	0.430576	0.346939
SFMBT2_7202707	0.410693	0.387755
SFMBT2_7228177	0.402177	0.673469
SFMBT2_7282865	0.429997	0.387755
SFMBT2_7313055	0.429309	0.551020
SFPQ_35185042	0.358122	0.448980
SFRP1_41305296	0.522750	0.551020
SFRP1_41307986	0.522750	0.612245
SFRP5_97770708	0.561899	0.591837
SFSWAP_131719344	0.391556	0.489796
SFSWAP_131742397	0.475581	0.367347
SFSWAP_131746690	0.475581	0.367347
SFSWAP_131764385	0.467162	0.632653
SFSWAP_131779173	0.443310	0.612245
SFSWAP_131779257	0.443310	0.673469
SFT2D2_168226293	0.470117	0.632653
SFT2D2_168230982	0.470117	0.428571
SFTPD_79945884	0.505725	0.408163
SFXN1_175525042	0.376512	0.387755
SFXN2_102732734	0.481250	0.448980
SFXN3_101035751	0.513433	0.489796
SFXN4_119155439	0.498000	0.551020
SFXN4_119159829	0.491817	0.632653
SFXN4_119162499	0.455128	0.551020
SFXN5_72967162	0.550910	0.346939
SFXN5_72971200	0.542819	0.653061
SFXN5_72971951	0.489138	0.632653
SFXN5_73045853	0.451296	0.612245
SGCB_52034206	0.428042	0.612245
SGCB_52037980	0.428042	0.714286
SGCZ_14105495	0.343458	0.387755
SGF29_28585418	0.526555	0.448980
SGF29_28590581	0.617021	0.653061
SGK2_43559747	0.500205	0.448980
SGK2_43579909	0.472996	0.653061
SGK3_66815288	0.390383	0.551020
SGK3_66839729	0.390275	0.408163
SGK3_66848295	0.392590	0.469388
SGMS1_50460974	0.362634	0.367347
SGO2_200534066	0.364600	0.408163
SGO2_200536928	0.351616	0.387755
SGO2_200570280	0.305964	0.367347
SGPL1_70857024	0.375997	0.489796
SGSM1_24847517	0.448703	0.530612
SGSM1_24849091	0.494160	0.428571
SGSM1_24852974	0.452115	0.489796
SGSM1_24859197	0.465180	0.428571
SGSM1_24876487	0.484523	0.632653
SGSM1_24879314	0.466497	0.510204
SGSM1_24912857	0.429358	0.448980
SGSM2_2338128	0.513192	0.795918
SGSM2_2338566	0.513192	0.571429
SGSM2_2365518	0.583615	0.510204
SGSM2_2365665	0.583615	0.530612
SGSM2_2369606	0.583615	0.530612
SGTB_65711464	0.392549	0.510204
SH2B1_28870527	0.510434	0.387755
SH2B2_102314044	0.516117	0.510204
SH2B2_102320757	0.586683	0.673469
SH2D2A_156811708	0.520297	0.571429
SH2D2A_156812378	0.520297	0.551020
SH2D2A_156812573	0.520297	0.591837
SH2D4A_19362111	0.420022	0.469388
SH2D4A_19362991	0.420022	0.510204
SH2D4B_80570454	0.420108	0.653061
SH2D4B_80582093	0.453991	0.387755
SH2D4B_80608252	0.471497	0.448980
SH2D5_20724783	0.588785	0.510204
SH2D7_78094407	0.434666	0.591837
SH2D7_78103193	0.543022	0.653061
SH3BGRL_81291749	0.385615	0.428571
SH3BP1_37651175	0.524075	0.551020
SH3BP2_2821025	0.561669	0.693878
SH3BP4_235013864	0.514660	0.489796
SH3BP4_235039570	0.418242	0.551020
SH3BP4_235040725	0.418242	0.428571
SH3BP4_235047026	0.537900	0.428571
SH3BP4_235053110	0.500595	0.489796
SH3BP5L_248819006	0.492755	0.612245
SH3BP5_15266313	0.489021	0.591837
SH3BP5_15269255	0.489021	0.489796
SH3D19_151154499	0.395950	0.551020
SH3D19_151167879	0.386827	0.653061
SH3D19_151187713	0.402405	0.306122
SH3D19_151187717	0.402405	0.346939
SH3GL2_17788646	0.382322	0.571429
SH3GL3_83567508	0.431367	0.530612
SH3GL3_83574979	0.459320	0.530612
SH3GL3_83576459	0.459320	0.571429
SH3GLB1_86720673	0.343320	0.285714
SH3GLB2_129009956	0.629032	0.673469
SH3GLB2_129018608	0.464921	0.408163
SH3KBP1_19592595	0.379864	0.448980
SH3KBP1_19852130	0.451650	0.489796
SH3PXD2A_103610844	0.528695	0.530612
SH3PXD2A_103611826	0.464812	0.489796
SH3PXD2A_103614129	0.518722	0.571429
SH3PXD2A_103616406	0.518722	0.448980
SH3PXD2A_103618491	0.583899	0.591837
SH3PXD2A_103703402	0.538141	0.551020
SH3PXD2B_172340603	0.487699	0.408163
SH3PXD2B_172350589	0.493026	0.571429
SH3PXD2B_172354238	0.521292	0.551020
SH3PXD2B_172354356	0.521292	0.469388
SH3PXD2B_172374359	0.495985	0.428571
SH3PXD2B_172381628	0.495985	0.612245
SH3PXD2B_172439346	0.499103	0.469388
SH3RF1_169130400	0.413082	0.428571
SH3RF1_169270100	0.527402	0.591837
SH3RF2_146048933	0.454996	0.632653
SH3TC1_8200445	0.615345	0.653061
SH3TC1_8202947	0.615345	0.653061
SH3TC1_8202954	0.615345	0.653061
SH3TC1_8237818	0.618104	0.673469
SH3TC2_149040822	0.394309	0.387755
SH3TC2_149048228	0.421484	0.448980
SH3YL1_234519	0.426159	0.408163
SHANK1_50705745	0.519837	0.571429
SHANK1_50710613	0.519837	0.632653
SHANK2_70478877	0.525434	0.693878
SHANK3_50678002	0.599154	0.551020
SHANK3_50703050	0.571994	0.632653
SHANK3_50706273	0.519407	0.591837
SHANK3_50715123	0.632850	0.612245
SHB_37952098	0.530584	0.428571
SHC2_424289	0.639394	0.591837
SHC2_437769	0.597345	0.530612
SHC4_48845305	0.393078	0.489796
SHCBP1_46597620	0.404327	0.469388
SHCBP1_46612870	0.421387	0.448980
SHCBP1_46618497	0.430305	0.326531
SHD_4284204	0.495449	0.510204
SHH_155808820	0.615575	0.755102
SHISA3_42399227	0.519417	0.653061
SHISA4_201890425	0.504182	0.489796
SHISA7_55441428	0.576734	0.734694
SHISA7_55441709	0.576734	0.530612
SHKBP1_40589822	0.634742	0.653061
SHMT1_18329052	0.491620	0.510204
SHMT1_18335924	0.532173	0.571429
SHMT1_18356274	0.498168	0.571429
SHOC2_110946791	0.355747	0.510204
SHOX2_158100096	0.318033	0.265306
SHOX_638406	0.462462	0.653061
SHOX_639946	0.462462	0.591837
SHOX_640674	0.462462	0.653061
SHPK_3626978	0.478654	0.367347
SHPK_3630048	0.478654	0.530612
SHPK_3635311	0.515863	0.653061
SHPRH_145911720	0.343189	0.469388
SHPRH_145923836	0.312697	0.387755
SHPRH_145926965	0.328475	0.387755
SHPRH_145936895	0.353342	0.367347
SHPRH_145942007	0.337539	0.408163
SHQ1_72813192	0.365166	0.469388
SHQ1_72821625	0.373775	0.510204
SHQ1_72825893	0.372905	0.408163
SHROOM2_9854919	0.469491	0.428571
SHROOM2_9934254	0.495191	0.510204
SHROOM2_9936939	0.495191	0.571429
SHROOM2_9945648	0.515083	0.448980
SHROOM3_76735130	0.417764	0.469388
SHROOM3_76737468	0.417764	0.326531
SHROOM3_76776903	0.414159	0.387755
SHROOM4_50597193	0.458878	0.428571
SHROOM4_50597704	0.458878	0.428571
SHTN1_116892175	0.386592	0.591837
SHTN1_116927399	0.378486	0.510204
SHTN1_116965015	0.380715	0.408163
SIAE_124650261	0.452038	0.489796
SIAE_124651814	0.452038	0.489796
SIAE_124657332	0.403840	0.387755
SIAE_124667429	0.421459	0.387755
SIDT1_113612061	0.460149	0.408163
SIDT1_113613651	0.424584	0.408163
SIDT2_117187011	0.572200	0.591837
SIGLEC11_49958081	0.454993	0.346939
SIGLEC15_45839607	0.542601	0.591837
SIGLEC15_45841109	0.565987	0.469388
SIGLEC15_45841255	0.565987	0.653061
SIGLEC6_51529363	0.518367	0.612245
SIGLEC8_51452738	0.509779	0.489796
SIGLECL1_51264512	0.479183	0.591837
SIK2_111720173	0.440928	0.469388
SIK3_116847373	0.522777	0.571429
SIK3_116867320	0.436118	0.469388
SIK3_116876537	0.467857	0.489796
SIK3_116956736	0.373944	0.326531
SIL1_139043147	0.438793	0.469388
SIM1_100448874	0.548246	0.530612
SIM1_100449699	0.476190	0.530612
SIM1_100451999	0.461087	0.551020
SIM1_100464399	0.606195	0.530612
SIM2_36711073	0.460085	0.408163
SIM2_36717242	0.418172	0.428571
SIM2_36727950	0.496403	0.591837
SIM2_36746421	0.512263	0.653061
SIMC1_176318817	0.411297	0.489796
SIMC1_176322888	0.432138	0.571429
SIMC1_176324441	0.432138	0.367347
SIMC1_176337744	0.427451	0.387755
SIMC1_176340572	0.427451	0.448980
SIN3A_75378262	0.402649	0.367347
SIN3A_75389953	0.399587	0.306122
SIN3A_75424482	0.424827	0.367347
SIN3B_16849271	0.485109	0.469388
SIN3B_16856331	0.491100	0.591837
SIN3B_16860007	0.491100	0.489796
SIN3B_16868264	0.594902	0.612245
SIPA1L1_71699678	0.395327	0.469388
SIPA1L1_71727891	0.446446	0.510204
SIPA1L1_71733601	0.481867	0.408163
SIPA1L2_232439006	0.431284	0.448980
SIPA1L2_232444206	0.375475	0.346939
SIPA1L2_232492782	0.409497	0.408163
SIPA1L3_38060004	0.493733	0.632653
SIPA1L3_38083252	0.478029	0.673469
SIPA1L3_38084236	0.478029	0.469388
SIPA1L3_38086456	0.478029	0.530612
SIPA1L3_38107581	0.502231	0.448980
SIPA1L3_38162835	0.557190	0.530612
SIPA1L3_38164105	0.557190	0.612245
SIPA1L3_38198141	0.591146	0.612245
SIRPA_1927560	0.515516	0.551020
SIRPA_1927578	0.515516	0.571429
SIRPA_1929252	0.487307	0.530612
SIRT1_67889864	0.409131	0.387755
SIRT2_38894444	0.538018	0.530612
SIRT2_38895170	0.538018	0.714286
SIRT2_38895566	0.538018	0.510204
SIRT3_217838	0.463796	0.489796
SIRT3_234647	0.481098	0.632653
SIRT4_120310706	0.485888	0.571429
SIRT5_13581457	0.412674	0.469388
SIRT5_13588071	0.455786	0.408163
SIRT6_4177383	0.530789	0.510204
SIVA1_104755423	0.584848	0.510204
SIX2_45007664	0.562712	0.530612
SIX4_60721549	0.590745	0.693878
SIX4_60722063	0.590745	0.673469
SI_164988502	0.377848	0.387755
SI_165019229	0.276221	0.326531
SI_165044040	0.287312	0.469388
SI_165044045	0.287312	0.428571
SKA3_21162922	0.382690	0.591837
SKA3_21163243	0.382690	0.387755
SKA3_21172871	0.427295	0.285714
SKA3_21176303	0.427295	0.734694
SKAP2_26670459	0.354672	0.448980
SKAP2_26727203	0.357058	0.428571
SKIV2L2_55325473	0.401763	0.612245
SKIV2L2_55342552	0.341886	0.387755
SKIV2L2_55385424	0.349396	0.510204
SKIV2L2_55406565	0.358055	0.428571
SKIV2L2_55420360	0.362787	0.367347
SKI_2245868	0.570533	0.653061
SKOR1_67828787	0.631528	0.489796
SKOR1_67830490	0.541426	0.469388
SLA2_36633034	0.584123	0.469388
SLA2_36643978	0.515926	0.571429
SLA2_36644771	0.515926	0.387755
SLAIN1_77761548	0.379548	0.367347
SLAMF6_160488852	0.423640	0.448980
SLAMF7_160748131	0.431368	0.530612
SLAMF8_159827258	0.507004	0.551020
SLBP_1700369	0.448794	0.510204
SLBP_1704619	0.471797	0.571429
SLBP_1710270	0.471797	0.428571
SLBP_1711533	0.471797	0.591837
SLC10A1_69776791	0.399177	0.571429
SLC10A3_154489161	0.576797	0.530612
SLC10A6_86833090	0.402105	0.387755
SLC10A7_146513839	0.352318	0.306122
SLC11A2_50995924	0.433431	0.408163
SLC12A1_48241228	0.383717	0.408163
SLC12A1_48255770	0.399505	0.367347
SLC12A1_48256408	0.466403	0.489796
SLC12A1_48262862	0.369136	0.346939
SLC12A2_128114210	0.317684	0.387755
SLC12A2_128155732	0.369163	0.510204
SLC12A2_128161020	0.355079	0.244898
SLC12A3_56870545	0.610256	0.632653
SLC12A3_56886026	0.561562	0.530612
SLC12A3_56888353	0.529884	0.571429
SLC12A3_56889176	0.529884	0.551020
SLC12A3_56891925	0.515064	0.673469
SLC12A3_56899875	0.526851	0.551020
SLC12A3_56900106	0.526851	0.489796
SLC12A3_56901274	0.526851	0.510204
SLC12A3_56904198	0.534464	0.510204
