chr	start	end	decoyID	SpliceAI_score	strand	rbpnet	prpf8	smb	n_categories	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Adipose_b	Adipose_c	Adipose_d	Adrenal_b	Adrenal_c	Amnion	Astrocytes	Bladder_a	Bone_marrow_a	Bone_marrow_b	Bone_marrow_c	Brain_Endoth	Breast_a	Breast_Epith_a	Cerebellum_a	Cerebellum_c	Chorion	CL_293T	CL_EndoBH1C_a	CL_Gm12878	CL_HeLa	CL_K562	CL_LP1	CL_MB231	CL_MCF7	CL_PNT2	CL_SHSY5Y_noRA	CL_SHSY5Y_RA	Colon_b	Colon_sigmoid	Colon_transverse	Cortex	Decidua	Embr_2C_a_A	Embr_2C_a_B	Embr_4C_a_A	Embr_4C_a_B	Embr_4C_a_C	Embr_8C_a_A	Embr_8C_a_B	Embr_8C_a_C	Embr_8C_a_D	Embr_Cortex_13_17wpc	Embr_Forebrain_9_12wpc	Embr_Forebrain_St13_14	Embr_Forebrain_St17_20	Embr_Forebrain_St22_23	Embr_ICM_a_A	Embr_Morula_a_A	Embr_Morula_a_B	Embr_TE_a_A	Embr_TE_a_B	EndomStromCells	EndothCells	EpithelialCells	ESC_H1_a	ESC_H1_b	ESC_H1_c	ESC_H1_d	ESC_H9_a	ESC_H9_b	Fibroblasts	Frontal_Gyrus_old	Frontal_Gyrus_young	GLS_cells	Heart_a	Heart_b	Heart_c	HFDPC	HMEpC_a	iPS_a	iPS_b	Kidney_d	Kidney_e	Kidney_f	Liver_a	Liver_b	Liver_c	Lung_b	Lung_e	Lung_f	Lymph_node_b	Lymph_node_c	Melanocytes	Microglia	MonoNucCells	MSC	Muscle_b	Muscle_d	Muscle_e	NCC_Cranial_c	NCC_default_b	NCC_Enteric_b	NCC_Melano_biased_b	Neuroblastoma	Neurons	Neurons_Cortex_KCl_0h	Neurons_Cortex_KCl_1h	Neurons_Cortex_KCl_6h	NPC_a	NPC_b	Oligodendrocytes	Oocyte_a_A	Ovary_a	Ovary_b	Pancreas_Acinar_Old	Pancreas_Acinar_Young	Pancreas_Alpha_Old	Pancreas_Alpha_Young	Pancreas_Beta_Old	Pancreas_Beta_Young	Pancreas_Duct_Old	Pancreas_Duct_Young	Placenta_a	Placenta_b	Placenta_c	Placenta_Epith	Prostate_b	Prostate_c	Prostate_d	Retina_a	Retina_macular	Retina_peripheral	Skin_a	Skin_b	Skin_c	Skin_d	Small_intestine	Spleen_a	Spleen_b	Stomach_a	Stomach_b	Sup_Temporal_Gyrus	Testis_a	Testis_b	Testis_c	Thymus_a	Thymus_b	Thyroid_b	Thyroid_c	Thyroid_d	WBC_d	WBC_e	Whole_Brain_b	Zygote_a_A	psi_chr	intron_start	intron_end	intron_length	decoy_coord_1based	decoy_distance_from_canonical_5ss
chr4	176190684	176190685	SPATA4_176190684	0.320005	-	1	0	0	1	SPATA4	HsaINT0157486	chr4:176188236-176192626	4391	chr4:176192627-176192847=176188119-176188235:-	IR		0			20		45.45				0			0	20	100		0	20				0	0			0	0		2.33		0		33.33	0	0	0	0					27.71	36.17	100	23.08	50		100													0	14.29	29.41	11.11		0	0	0	0		100	0	50		0		0	0	11.43	14.29						0	0	0	20		100		0			20	0			100		0	1.96	33.33		0	100	100	22.22	100	0	50			100		0	0	0	0	20	14.29		42.86	0				100			0	0	0.17	0.12	0	100	25	13.64	8.2			50	0	chr4	176188236	176192626	4391	176190685	1941
chr15	45403923	45403924	SPATA5L1_45403923	0.12008	+	1	0	0	1	SPATA5L1	HsaINT0157503	chr15:45403519-45405319	1801	chr15:45402331-45403518=45405320-45405505:+	IR	4.76		0	0	0	0	40	0.8	53.85	2.67	0.65		0	0.87	16.22	5.62	0	6.12	4.55	3.45	4.29	2.27	1.09	3.03	2.05	14.29	15.22	11.81	6.93	7.98	7.69	25	0	0	0	0	0	0	0.56	2.22	4.98	0	3.8	8.2	6.45	4.35	7.32	0	0	0.14	0	0		17.55	17.46	21.43	8.64	15.91	14.53	2.44	47.83	2.13	0	8.47	6.45	3.03	11.63		17.81	6.12	4	2.4	0	0	2.13	0	11.11	0	16.67	5.26	0	2	1.75	15.38		27.06	17.1	3.03	0	2.33	6.72	3.7	5.41	0	6.98		20.99	16.98	11.43	3.33	4.23	33.33	0	0	4.27	15.15	29.41	4.92	12.5	14.29	20.59	6.12	27.27	9.59	8.11	15.62	14.93	0	9.38	3.27	0	0.51	1.66	2.24	8.29	7.83	27.27	10.87	18.68	4.44	0	11.36	0	1.59	5.19	4.48	33.33	0	7.59	2.16	0.49	5.13	1.03	17.65	0	chr15	45403519	45405319	1801	45403924	405
chr4	122927514	122927515	SPATA5_122927514	0.276615	+	0	0	1	1	SPATA5	HsaINT0157488	chr4:122923306-122927633	4328	chr4:122923074-122923305=122927634-122927758:+	IR	8.77	14.29	0	3.45	0		9.52	3.03	30	10.34	0	0	42.86	4.88	0	26.67	0	12.5	0	7.69	36	8.22	0	100	4.23	0	5.88	3.61	20	21.88	0		0	0	0	0	0	0	0	0	0	0	3.76	2.44	8.99	1.89	3.57		0	9.73				6.96	0	14.29	8.61	10.34	3.45	33.33	3.9	0	0	0	14.29	0	6	5.26	2.48	2.7	15.62	14.29	0		11.11		3.53	0	4.17	3.7	0	10	9.68	7.58	0	0	3.88	0	0	0	9.43	0	0	7.69	5.26	0	0	33.33	11.63	11.11	0	9.09	0	0	2.56	8.33	50	17.86	0	8.05	10	12	14.29	7.69	14.29	25	3.94	0	0	2.22	0	3.77	2.94	11.63	8.57	8.26	8	11.11	21.43	0	100	4.62		3.45	28.57	0	10	0.71	12.28	13.51	6.25	0	0	14.29	0	chr4	122923306	122927633	4328	122927515	4209
chr4	122927519	122927520	SPATA5_122927519	0.327545	+	0	0	1	1	SPATA5	HsaINT0157488	chr4:122923306-122927633	4328	chr4:122923074-122923305=122927634-122927758:+	IR	8.77	14.29	0	3.45	0		9.52	3.03	30	10.34	0	0	42.86	4.88	0	26.67	0	12.5	0	7.69	36	8.22	0	100	4.23	0	5.88	3.61	20	21.88	0		0	0	0	0	0	0	0	0	0	0	3.76	2.44	8.99	1.89	3.57		0	9.73				6.96	0	14.29	8.61	10.34	3.45	33.33	3.9	0	0	0	14.29	0	6	5.26	2.48	2.7	15.62	14.29	0		11.11		3.53	0	4.17	3.7	0	10	9.68	7.58	0	0	3.88	0	0	0	9.43	0	0	7.69	5.26	0	0	33.33	11.63	11.11	0	9.09	0	0	2.56	8.33	50	17.86	0	8.05	10	12	14.29	7.69	14.29	25	3.94	0	0	2.22	0	3.77	2.94	11.63	8.57	8.26	8	11.11	21.43	0	100	4.62		3.45	28.57	0	10	0.71	12.28	13.51	6.25	0	0	14.29	0	chr4	122923306	122927633	4328	122927520	4214
chr4	122930841	122930842	SPATA5_122930841	0.298516	+	0	1	0	1	SPATA5	HsaINT0157496	chr4:122929198-122933438	4241	chr4:122929040-122929197=122933439-122933497:+	IR	2.96	10.34	0	0	2.13	0	4.27	2.13	7.3	1.05	1.64	0	1.54	3.42	0	2.38	0	0	0	0	0	0	0	0	6.02	0	3.68	6.32	4.35	1.45	4.85	0	0	0	0	0	0	0	0	14.29	0	0	4.4	6.56	1.85	8	6.06	0	0	10.86	0	0		4.39	0	0	2.6	1.15	4.88	0	8.08	0	0	0	11.11	16.67	0.48	4.76	2.84	0.38	7.69	3.23	5.88	0	1.82	0	7.3	0	10.77	2.86	0	0	0	2.87	1.82	1.51	6.52	0	0	0	5.38	0	5.88	0	3.45	0	2.91	7.53	2.04	1.18	0	0.87	0	53.85	0	1.08	8.33	4.35	1.04	1.85	2.1	4.44	9.78	0	29.41	5.45	0.65	7.37	0	1.15	0	0.26	0.29	1.45	11.81	5.88	6.21	3.03	5.49	0	10.58	9.28		0	20.25	2.13	5.56	13.39	7.69	2.13	0	0	0	3.33	0	chr4	122929198	122933438	4241	122930842	1644
chr14	88391934	88391935	SPATA7_88391934	0.196903	+	0	0	1	1	SPATA7	HsaINT0157526	chr14:88391456-88396155	4700	chr14:88391381-88391455=88396156-88396203:+	IR	11.11	19.05	50	20	11.11	33.33	25	9.09	2.6	5.56	4		100	60.53	1.96	15.11	0	14.29	6.67	5.88	7.69	0	0	0	16.67	0	28.89	21.31	66.67	43.4	81.82	5.56	0	0	0	0	0	0	0	0	0	0	4.17	13.14	4.92	3.9	9.8		0	0	0		0	52.81	50	0	4.17	0	5	0	0	3.45	14.29	6.67	11.11	14.29	21.57	12.33	44.44	34.62	21.43	0	6.67	0	36	0	40	0	55.56	16.92	6.25	0	0	23.81	33.33	0	71.7	0	0	3.23	5.26	3.7	0	3.45	11.11	66.67	33.33	40	37.5	13.04	0	63.64	0	14.29	11.63	15.15	18.18	17.51	25.38	27.55	39.6	25	10.71	25	100	20	72.97	51.72	10	7.46	0	8.46	3.15	43.48	20	52.38	61.9	50	76.47	0	0	17.95	6.25	0	17.06	0.28	9.09	4.11	48.57	10.89	4.67	0	0	30	0	chr14	88391456	88396155	4700	88391935	479
chr5	95653247	95653248	SPATA9_95653247	0.122641	-	1	0	0	1	RFESD	HsaINT0139624	chr5:95652332-95654060	1729	chr5:95652137-95652331=95654061-95654236:+	IR	33.33	23.08	11.11		20	0	60	0	83.33	11.01	12.05		100	33.33	25	23.53	0	4.76	5.88	24.14	0	8.24	4.11	33.33	33.33	100	14.29	12.5	25	6.67	33.33	0	50	0	1.54	0.25	0	0	0			0	7.06	4.52	1.67	15	14.29		0				0	5.26	11.11	0	6.67	60	9.09	0	20	100	23.08	17.65	20	16.67	50	25.71	3.45	6.67	0	2.86	0		23.08	0	6.67	0	5.88	16.67	13.04	8.11	7.14	0	0	4.76	21.74	0	33.33	33.33	25	3.7	0	4	0	100	33.33	33.33		0		33.33	0	0	13.33	60		69.23	60	41.67	20	0		50	20	55.56	70.37	1.03	0	7.25	85.71	11.76	10.59	21.74	3.7	0	16.67	14.29	66.67	20		17.65	0	13.73	44.09	12.53	100	50	20	18.18	5.45	0	6.25	22.22	0	chr5	95652332	95654060	1729	95653248	812
chr19	11147894	11147895	SPC24_11147894	0.368702	-	0	1	1	2	SPC24	HsaINT0157583	chr19:11147895-11148012	118	chr19:11148013-11148117=11147818-11147894:-	IR	23.81		11.11	0	0			17.02	27.27	27.38	39.7		50	0	0			14.29	7.14	16.31	12.32	10.53	1.96	6.44	6.29	13.33	11.33	5.26	12.82	0	100	9.09	0				0	0	0		46.15		12.44	13.33	14.62	19.46	28.57	0	50	0	7.69	21.35	9.09	3.37	11.76	9.09	11.52	18.79	15.89	11.11	11.11	1.96	14.29	100	15.15	0	14.29		4.62	3.36	3.24	3.03	100	0	20	33.33	14.29	33.33		60	10	15.61	9.09	1.67		13.04	4.67			0	12.83	5.43	7.39	11.11	0		20	20	11.11	7.23	5.96			0	14.29			100	100	100	100			14.29	10.34	4	3.77	100	20	33.33	0	0	100	0	0	33.33	0	21.43	12.5	6.67	0	8	100	7.69	3.23	17.54	10.45	6.18	0	7.69	23.08	0	0	16.28		chr19	11147895	11148012	118	11147895	117
chr11	74967362	74967363	SPCS2_74967362	0.106045	+	1	0	0	1	SPCS2	HsaINT1042783	chr11:74965924-74969564	3641	chr11:74965763-74965923=74969565-74969699:+	IR	3.77	0.61	0.47	0.97	1.99	0	0.39	0.91	1.19	1.35	2.37	0	0.71	7.29	0.41	0.92	0	0.3	0.69	1.32	1.31	0.41	0.18	0	2.73	0.17	2.37	1.97	1.02	2.96	19.48	0	0	0	0.09	0	0	0	3.81	0	0	0	0.21	0.28	0.37	0.72	0.44	0	1.41	0	0	0	0	10.29	5.43	0	0.44	0.56	0.43	0.37	0.74	0.74	0.1	0.47	1.21	0	3.79	0.45	18.03	1.19	1.33	0.08	2.36	0	0.54	0.21	5.92	0.86	1.22	1.25	0.11	1.43	0.93	7.82	2.34	30	17.93	0	0.53	0.15	0.29	0.72	0.22	0	0.16	0	1.58	0.84	0.88	0.82	0.34	0.13	0	0.05	0.26	0.48	1.09	2.3	2.22	1.48	1.8	1.34	1.53	0.74	1.15	3.72	14.81	4.04	0.32	0.2	0.71	0.09	0.04	2.39	2.31	5.54	6.91	3.11	23.75	0.69	43.96	3.12	0	0	9.32	0.25	18.87	12.75	9.22	0.34	0.42	1.76	0.26	0.65	0	chr11	74965924	74969564	3641	74967363	1439
chr22	24362990	24362991	SPECC1L_24362990	0.249607	+	0	0	1	1	SPECC1L	HsaINT0157674	chr22:24347177-24363260	16084	chr22:24347086-24347176=24363261-24363344:+	IR	4.14		0.81	0.7	1.64	0	13.11	1.47	0	0.28	0.77	0	5.61	3.5	1.28	2.37	0	0	0.44	1.17	0	0	0.63	0	2.63	0	0.87	1.12	3.2	2.77	21.77	1.44	0	0	0	0	0	0	0	0	0	0	0.8	1.03	1.7	1.39	2.58	0	0	0	0	0	0	4.67	0.98	1.11	0.28	0	0	0.79	0.91	0.38	0	1.02	5.47	0.49	3.73		1.52	0.41	7.57	4.12	2.78	0	4.4	1.75	12.82	2.86	2.99	4.06	0.26	0	0.36	1.88	3.6	14	3.09	0	2.38	0.91	1.28	0.71	0	0	0	0	0.54	1.89	0.63	0.44	0	0	0	0	0	11.09	8.59	11.22	13.8	7.12	2.91	13.31	29.65	3.79	0.62	5.35	2.75	2.04	1.53	0.56	0.84	0.72	0.21	0	6.26	8.8	9.02	3.55	10.77	0	0	5.21	0	0	4.7	0.11	1.87	1.3	5.86	0.24	0	0	0	1.68	0	chr22	24347177	24363260	16084	24362991	15814
chr22	24364059	24364060	SPECC1L_24364059	0.20551	+	1	0	0	1	SPECC1L	HsaINT0157675	chr22:24363345-24365475	2131	chr22:24363261-24363344=24365476-24365632:+	IR	4.01		0	3.91	1.26	0	1.84	0.47	1.69	0	0.39	0	0.6	6.26	0.34	0.99	0	0.45	0.27	0	0.88	0	0	0	1.82	0	1.3	1.04	0.71	2.51	4.51	0	0	0	0	0	0	0	0	0	15.26	0	0.62	0.65	1.54	0	1.55	0	0	0	0	0	0	5	4.76	0	0.64	0	0	0	2.34	0	0	0	3.83	0.55	5.49		1.12	2.67	5.49	0.64	1.63	0	4.71	0	8.34	0.98	3.01	2.71	0	1.73	0.39	1.79	3.14	18.43	4.29	0	1.87	0	0.1	0	0	0	0.25	0	2.91	1.3	1.12	0	0.34	0	0	1.12	0.25	1.04	0	4.65	4.34	3.48	3.16	1.98	12.85	1.8	2.57	4.57	4.77	1.74	0	0.39	0	0.59	0.18	4.16	4.8	6.61	1.52	2.08	4.7	0.54	4.47	3.04	0	0.18	5.48	0	5	12.1	3.55	0.65	0	0.96	0	4.65	0	chr22	24363345	24365475	2131	24364060	715
chr15	44569505	44569506	SPG11_44569505	0.245936	-	1	1	0	2	SPG11	HsaINT0157814	chr15:44569506-44570524	1019	chr15:44570525-44570658=44569398-44569505:-	IR	4.07		8.15	0	10.27	3.73	8.89	3.7	26.49	9.34	5.65	33.33	6.66	6.38	12.03	14.48	11.21	11.24	1.65	2.32	15.25	0.37	7.32	6.4	11.66	2.48	2.49	6.77	2.18	14.62	7.23	5.41	2.53	0	0	0	0	0	0	14.88	0		9.32	9.07	7.86	8.77	9.49	0	0	0	0	1.25	0	17.54	12.63	2.8	2.17	5.57	1.89	4.75	7.58	0	6.69	20.32	11.74	4.59	5.97		8.55	5.84	4.81	5.66	10.98	6.38	2.52	2.56	10.42	10.62	13.07	8.79	1.79	1.16	0.67	4.93	14.29	13.85	7.53	3.85	9.63	2.85	9.75	0.83	0.85	0	6.48	0	6.31	6.76	4.22	6.96	4.35	20.42	0	19.63	4.09	77.17	65.29	45.84	49.5	23.52	43.28	70.71	55.99	7.98	4.01	6.13	8.6	2.48	2.62	2.44	0.56	1.14	2.64	3.27	1.73	11.29	5.83	3.32	16.93	4.97	12.54	9.36	9.85	2.91	6.53	1.98	9.94	12.53	6.66	1.95	3.84	8.69	1.49	19.89	0	chr15	44569506	44570524	1019	44569506	1018
chr15	44616920	44616921	SPG11_44616920	0.277777	-	1	0	0	1	SPG11	HsaINT0157795	chr15:44615567-44620189	4623	chr15:44620190-44620403=44615363-44615566:-	IR	2.06		2.03	3.04	3.35	0	1.29	1.17	6.77	2.06	1.81	0	6.75	3.14	4.42	6.08	0	0	0.94	1.18	2.78	0.84	0	0	8.64	7.49	5.1	2.71	0.91	1.5	8.24	0	0	5.72	0	7.69	0	0	0	0	0	0	2.07	2.1	2.08	2.26	6.24	0	0	0		0	0	2.64	0.45	0	5.35	0.67	0	0	8.57	0	0	2.26	8.29	0	3.71		3.65	0.53	3.35	12.19	5.12	0	3.21	0	5.72	0	4.26	4.3	0.96	1.34	1	2.16	11.29	4.95	6.16	0	1.65	0	2.55	0	0	2.7	0	0	6.91	4.83	4.23	2.33	0.79	4.08	100	0.91	2.23	8.72	5.31	7.95	5.77	2.43	5.32	11.62	10.98	3.97	3.35	5.02	4.01	3.57	2.11	0.51	0	1.31	0.97	1.14	6.22	8.73	8.85	2.37	4.55	0.46	0	7.1	0	1.59	4.9	0.71	11	12.19	2.61	1.14	0.86	3.29	0.37	3.55	0	chr15	44615567	44620189	4623	44616921	3268
chr15	44659570	44659571	SPG11_44659570	0.188719	-	0	0	1	1	SPG11	HsaINT0157800	chr15:44659304-44660431	1128	chr15:44660432-44660616=44659079-44659303:-	IR	7.58		0	0.85	7.87	0	2.02	2.06	10.19	1.17	2.28	0	6.54	1.93	4.35	14.5	0	1.64	0.87	0.64	0.93	0.31	0	0	7.53	2.33	5.04	3.48	6.15	3.75	4.85	2.86	0	14.29	0		0	0	0	0	0		3.21	2.04	0.35	4	5.17		0		0	0	0	5.33	1.1	0	2.8	2	1.85	0	15.18	0.76	0	3.7	11.9	4.83	6.25		5.62	0.88	4.13	9.09	0	0	0	7.69	12.08	0	2.83	4.51	1.03	1.84	1.44	4.35	1.64	2.78	5.44	0	0	0	0.74	3.12	1.2	0	1.85	16.67	6.12	1.89	3.77	1.96	0.88	5.05	0	0	12.37	6.09	4.35	3.36	1.03	1.81	1.62	6.92	7.17	1.37	1.45	7.91	3.6	1.28	0	0.52	2.78	0.3	0.87	0	5.2	6.41	12.68	4.21	11.75	0.38	10.71	3.66	0	0	6.38	0.31	5.71	7.84	2.78	1.61	0.83	0.84	1.07	10.3	0	chr15	44659304	44660431	1128	44659571	860
chr15	64982931	64982932	SPG21_64982931	0.160989	-	0	1	1	2	SPG21	HsaINT0157841	chr15:64981026-64983506	2481	chr15:64983507-64983593=64980864-64981025:-	IR	1.77		2.28	0	2.41	0.61	11	0.41	2.53	1.03	3.64	0	3.28	2.23	2.16	4.06	2.17	0	0.19	3.09	2.27	0.2	0.32	0	4.93	2.63	2.42	3.61	2.08	1.87	4.55	5.16	2.46	0	0	0	0	0	0	0		0	3.09	5.87	8.03	9.38	9.23	0	0	0	0	0	0.65	2.13	1.5	0	1.37	3.1	0.2	0	4.27	1.05	3.49	1.69	4.71	0.78	2.63		3.54	1.04	5.36	3.11	3.7	0.66	1.67	0	5.12	3.47	1.6	5.99	2.56	2.02	0.47	1.03	9.09	1.81	4.16	0	3.16	1.67	1.96	0.41	0.23	0.56	2.86	0	2.59	2.2	3.63	2.85	0.95	8.51	0	4.79	1.65	4.76	5.04	3.11	3.45	5.76	5.33	10.34	6.01	4.02	4.07	4.01	2.19	0.21	1.88	1.69	8.44	0.87	1.24	0	5.18	9.3	6.06	2.62	3.36	2.48	21.1	3.27	1.96	0.9	2.08	1.56	6.06	1.8	1.32	3.49	1.32	1.99	0.29	0.76	0	chr15	64981026	64983506	2481	64982932	574
chr19	50423900	50423901	SPIB_50423900	0.378316	+	1	0	0	1	SPIB	HsaINT0157897	chr19:50423756-50428037	4282	chr19:50423605-50423755=50428038-50431313:+	IR	0		0	0				0		8.12	4.95				0			0		4.46		10.83	0	0					0.64	10.26	8.97								0					0	0	100										5.41	2.97	4.23	6.73	0	100				5.03						10.83	3.49			0		100	0	9.74	0	0	1.06	1.03			100			0	10.83	89.74	100												0	0	100		32.69			100			0		59.3			0	4.86	0		100		0	32.69		2.16	11.86	2.03	44.66	6.95	100	0	8.85	0	24.46	0		0	3.37	3.74	0	100		chr19	50423756	50428037	4282	50423901	145
chr3	113498537	113498538	SPICE1_113498537	0.368599	-	1	1	1	3	SPICE1	HsaINT0157912	chr3:113494143-113499438	5296	chr3:113499439-113499582=113494049-113494142:-	IR	17.81	57.45	0	4.76	10	0	10.68	16.18	3.45	10.84	15.38	0	5.66	12.77	16.67	17.95	27.27	13.04	2.33	34.48	7.69	2.56	1.05	0	17.2	3.7	16	28.57	10	27.27	23.55	9.09	0	0	0	0	0	0	23.36	33.33	0	16	10.48	14.06	8.88	14.66	12.26		17.48	14.29	0	20.79	6.67	17.46	26.32	4.35	3.6	12.5	10.16	6.67	23.08	6.67	0	20	12	33.33	11.5	9.28	18.06	25.53	12.28	25	13.33	0	12.73	12.5	21.03	2.7	9.35	17.74	5.15	5.13	3.33	15.15	0	4.55	22.09	0	9.09	0	16.33	2.04	4.48	0	14.29		14.29	8.11	11.11	6.06	9.09	7.14	0	16.36	16.18	10.64	0	6.73	6.33	13.56	11.76	7.32	4.26	14.29	25	24.14	12.9	17.29	5.13	1.96	0	5.36	4.24	15.79	27.75	36.41	30	17.14	19.7	9.09	10.34	16.87		32.39	13.75	5.12	22.22	28.68	24.07	6.92	4.85	3.12	0	6.82	0	chr3	113494143	113499438	5296	113498538	900
chr8	47289657	47289658	SPIDR_47289657	0.116812	+	1	0	0	1	SPIDR	HsaINT0085553	chr8:47284095-47291032	6938	chr8:47284028-47284094=47291033-47291137:+	IR	5.21	0	0	0.83	0.57	0	1.18	0	4.1	0.24	0.46	0	0	2.84	0	0.67	0	0	0	0	0	0	0	0	1.25	0	0.99	0.66	0	0.46	1.45	0	0	0	0	0	0	0	0	0	0	0	0.19	0.17	0	0.24	1.24	0	0	0	0	0	0	1.03	2.69	0	0.5	0	0	0	1.51	0	0	0.11	0	0	0.5	0	1.33	1.66	5.17	0	2.94	0	0.56	0	2.92	2.56	1.96	0.93	0	0	0	1	4	0.82	1.41	0	0	0	0	0	0	0	0	0	5.88	1.92	2.16	0.67	0.93	7.14	0	0	0	18.64	2.44	5.75	9.3	8.27	3.86	8.33	4.76	0.46	1.47	1.73	1.69	1.2	0	0.19	0	0.55	0.2	0.95	2.23	7.27	1.29	0.48	3.17	0	1.15	2.01	0	0	1.53	0	1.15	1.54	0.72	0.4	0	0	0	1.05	0	chr8	47284095	47291032	6938	47289658	5563
chr5	148269918	148269919	SPINK13_148269918	0.214724	+	1	0	0	1	SPINK13	HsaINT0157931	chr5:148268889-148270039	1151	chr5:148268719-148268888=148270040-148270142:+	IR	70.37		50	0	17.65		100	40.3				100	100	100	100	100				0	19.74						100			25	100	100											100	100	100	100	100		100					100			100	100		100			100	100	66.67	100	100	100			100	100	100	50	18.18		100	0	100	100	22.22	100			100			100	100		100		100		100	100		0	0	100	100	100		33.33	100	100		100	100	100			75	0	100	100		20	55.61	20	100	100	100	100	100	100		66.67	71.43	50	100	6.67	100	2.44	38.46	6.67	20		100	100	100			100		chr5	148268889	148270039	1151	148269919	1030
chr5	148281281	148281282	SPINK13_148281281	0.355739	+	1	0	0	1	SPINK13	HsaINT0157933	chr5:148274385-148282103	7719	chr5:148274347-148274384=148282104-148282231:+	IR	23.8	100	18.13	0	5.39		100	0				100		31.37	100	100					39.92		100		100				100	62.16		100											100	100	100	100	100							100			100					0	100		49.28		91.91	59.38							0		100	0	100	60	8.14								100		100						0	26.16	0			100		100				100		100	100	0	57.06	0		100	100	74.22	39.91	0			100	100		100			100			21.7		5.3	74.01	6.48				48.53	100			100		chr5	148274385	148282103	7719	148281282	6897
chr5	148068093	148068094	SPINK5_148068093	0.142713	+	1	0	0	1	SPINK5	HsaINT0157960	chr5:148065373-148070322	4950	chr5:148065347-148065372=148070323-148070450:+	IR	17.85							18.6			0								31.37						75.34								31.37				0		0	0			0					0	0	0	0					0	12.49	0	6.13	39.38	50.68	0						29.51			62.46	57.83			100						0	0	18.6							0	56.78	27.89	21.74	21.64											0			100	100		100		100	82.79	100	46.76		10.26	0	0				7.8	4.17	13.37	6.34					12.31		13.22	72.21	26	0		0	11.8	0					chr5	148065373	148070322	4950	148068094	2721
chr5	148106706	148106707	SPINK5_148106706	0.47181	+	1	0	0	1	SPINK5	HsaINT0157956	chr5:148105001-148107036	2036	chr5:148104952-148105000=148107037-148107164:+	IR	0	0	0	0			100	0									0	0	0		0	0	0		0				0	0	0		0	0	0	0	0	0	0	0.8	0	0	30.69	15.58	0	0	8.14	0	0	0	79.94	0		0	100	0	0	0	0	0	8.14	0		0	0	0	0	2.4		100	0.54	1.89	0		0		0	0	0	4.09	0	0	0						0	0	0	0	0	0									0	0	0.19						100			0	0	0		0	0	20.99				2.61	0.44	2.29	1.11	0		0		0	0	0	9.97	0	0	0	0	0	0				0	chr5	148105001	148107036	2036	148106707	1706
chr5	148122424	148122425	SPINK5_148122424	0.361114	+	1	0	0	1	SPINK5	HsaINT0157967	chr5:148120392-148123832	3441	chr5:148120295-148120391=148123833-148123960:+	IR	2.16	32.69	0					27.2			0					100	0	0	0	0	1.14	49.28			24.46				0	3.89	40.48	0	0	0	0	0	0						22.57	7.12	13.93	0	12.19	0		3.6		0		24.46		5.41	18.81	7.17	0	5.26	24.46			100	2.07	0	19.54	37.78			10.1	9.74	0	0	0			0	10.83	6.49	3.14	0	6.49						0	0	4.23	1.09	3.81	0.8									0		2.39						19.54			11.89	13.93	5.72		4.23	0	4.24				4.17	1.71	7.57	5.28	0		0	0	4.42		0	100	2.63	4.63	0		3.6	0					chr5	148120392	148123832	3441	148122425	2033
chr3	48320744	48320745	SPINK8_48320744	0.355245	-	1	0	0	1	SPINK8	HsaINT1042834	chr3:48319619-48321024	1406	chr3:48321025-48321074=48319497-48319618:-	IR		100	0				33.33	0		0	1.12	0		0	7.69	46.67				100					0							20	20	0	0		0	0	0			0	0.51	1.5		7.69	0.75									0	100	100		100	100		0	9.09	0	0	100		100		63.64								0								100				100		100		0							100	0			14.29	0	0	100		100	100	100	0	0	0		6.67	0	1.89	0	10	0		1.96	0.31	0		100	0			20			9.09					100	0	0	0	0	chr3	48319619	48321024	1406	48320745	279
chr18	12509822	12509823	SPIRE1_12509822	0.112659	-	1	0	0	1	SPIRE1	HsaINT0158020	chr18:12506642-12512453	5812	chr18:12512454-12512531=12506477-12506641:-	IR	2.58		0	0	1.86	0	0.29	2.7	0	0	0	0	0	7.87	0.99	1.12	0	0	0	0	0	0	0	0	0.58	0	0.72	2.17	4	0.74	4.76	0	0	0	0	0	0	0	0	0	0	0	0.36	0.76	0	1.78	0.88		0	0	0	0	0	2.98	2.63	0	0	0	0	0	0	0.4	0.99	0	1.03	0	0.32		0.66	1.87	0.58	12.5	2.78	0	2.16	0	0	6.25	4.12	0.51	0	0	1.23	3.14	0	2.5	4.57	0	0	0	0.58	0	0	0	0	0	0.58	0.1	0.4	0	0	0	0	0	0	0.56	0	0.55	0.42	0.44	0.88	0.82	0.61	0	7.69	0	3.76	1.94	0.73	0	0	0.33	0	0.28	0.58	4.32	2.01	4.92	11.63	0	15.07	4	0	0	5.74	0.06	7.69	83.33	13.41	0.18	0	0	0	1.05	0	chr18	12506642	12512453	5812	12509823	2630
