candidate_group	GENE	EVENT	COORD	intron_length	chr	strand	decoyID	start	end	decoy_coord_1based	decoy_distance_from_canonical_5ss	intron_start	intron_end	mESC_lift_Chr	mESC_lift_Start	mESC_lift_End	mESC_ir_Chr	mESC_ir_Start	mESC_ir_End	mESC_ir_gene	mESC_IRratio_mean	mESC_IR_overlap_bp	psi_count_ge10	psi_count_ge10_brain	brain_retained	SpliceAI_score	phastCons100_mean	phastCons470_mean	MaxEnt_decoy	MaxEnt_canonical
	VASH1	HsaINT0179861	chr14:76776274-76777958	1685	chr14	+	VASH1_76777606	76777606	76777607	76777607	1333	76776274	76777958	chr12	86690422	86690496	chr12	86689284	86690857	Vash1	0	75	25	1	FALSE	0.139012	0.01507	0.0193982	7.93	-17.34
	VASH2	HsaINT0179865	chr1:212961255-212965721	4467	chr1	+	VASH2_212961363	212961363	212961364	212961364	109	212961255	212965721	chr1	190967667	190967759	chr1	190966986	190970403	Vash2	0	93	69	12	TRUE	0.064504	0.0276261	0.035437	6.9	-31.84
	VASP	HsaINT0179877	chr19:45518095-45521321	3227	chr19	+	VASP_45518666	45518666	45518667	45518667	572	45518095	45521321	chr7	19262182	19262215	chr7	19262060	19264404	Vasp	0.183870666666667	34	19	2	FALSE	0.133909	0.0250195	0.0154248	7.92	-19.97
	VAV1	HsaINT0179917	chr19:6821860-6822220	361	chr19	+	VAV1_6822187	6822187	6822188	6822188	328	6821860	6822220	chr17	57296830	57296964	chr17	57296769	57297048	Vav1	0	135	20	3	TRUE	0.000463	0.029892	0.0421254	-4.75	-23.04
	VAV2	HsaINT0179935	chr9:133784419-133785775	1357	chr9	-	VAV2_133785230	133785230	133785231	133785231	544	133784419	133785775	chr2	27282396	27282425	chr2	27282391	27283308	Vav2	0	30	3	0	FALSE	0.078429	0.0119705	0.0107862	9.6	7.83
	VAV2	HsaINT0179931	chr9:133791870-133795667	3798	chr9	-	VAV2_133792849	133792849	133792850	133792850	2817	133791870	133795667	chr2	27290687	27290762	chr2	27288693	27291349	Vav2	0	76	36	4	TRUE	0.094119	0.0287122	0.0124393	4.48	6.99
	VAV3	HsaINT0179959	chr1:107749595-107751116	1522	chr1	-	VAV3_107749774	107749774	107749775	107749775	1341	107749595	107751116	chr3	109527104	109527185	chr3	109525955	109527413	Vav3	0	82	10	0	FALSE	0.056051	0.0482825	0.0516426	9.06	10.57
	VAV3	HsaINT0179958	chr1:107751203-107755426	4224	chr1	-	VAV3_107754740	107754740	107754741	107754741	685	107751203	107755426	chr3	109521528	109521649	chr3	109521528	109525868	Vav3	0	122	20	5	TRUE	0.320036	0.0211669	0.0359343	10.57	7.12
	VAV3	HsaINT0179974	chr1:107772844-107777230	4387	chr1	-	VAV3_107775825	107775825	107775826	107775826	1404	107772844	107777230	chr3	109500942	109501050	chr3	109496954	109501377	Vav3	0	109	20	4	TRUE	0.230333	0.029315	0.0360272	8.1	5.66
	VCAM1	HsaINT0179991	chr1:100719925-100720475	551	chr1	+	VCAM1_100720440	100720440	100720441	100720441	516	100719925	100720475	chr3	116129103	116129209	chr3	116128809	116129303	Vcam1	0	107	11	1	FALSE	0.074257	0.0744374	0.0925118	5.18	-36.5
	VCAM1	HsaINT0179992	chr1:100720752-100723019	2268	chr1	+	VCAM1_100721396	100721396	100721397	100721397	645	100720752	100723019	chr3	116127318	116127437	chr3	116126276	116128532	Vcam1	0	120	6	2	FALSE	0.013042	0.0712989	0.0738179	8.4	-40.77
	VCAM1	HsaINT0179997	chr1:100732685-100734501	1817	chr1	+	VCAM1_100733309	100733309	100733310	100733310	625	100732685	100734501	chr3	116114947	116115071	chr3	116114620	116115884	Vcam1	0	125	2	0	FALSE	0.044588	0.024913	0.0371797	4.28	-18.12
	VCAN	HsaINT0180009	chr5:83490473-83493545	3073	chr5	+	VCAN_83492681	83492681	83492682	83492682	2209	83490473	83493545	chr13	89723705	89723973	chr13	89721947	89725288	Vcan	0.0180414333333333	269	14	2	FALSE	0.079324	0.158473	0.192157	3.32	-22.6
	VCAN	HsaINT0180014	chr5:83545651-83547970	2320	chr5	+	VCAN_83547101	83547101	83547102	83547102	1451	83545651	83547970	chr13	89684697	89684813	chr13	89684514	89685078	Vcan	0.0031464	117	9	3	TRUE	0.179109	0.0130918	0.0418996	9.37	-26.19
	VCL	HsaINT0180031	chr10:74071084-74072729	1646	chr10	+	VCL_74071239	74071239	74071240	74071240	156	74071084	74072729	chr14	20985506	20985626	chr14	20983477	20985626	Vcl	0.00511588033333333	121	1	1	FALSE	0.076022	0.208361	0.304778	4.44	-22.56
	VCL	HsaINT0180018	chr10:74090199-74094270	4072	chr10	+	VCL_74092811	74092811	74092812	74092812	2613	74090199	74094270	chr14	21003858	21003986	chr14	21003271	21007113	Vcl	0.01617128	129	15	6	TRUE	0.01746	0.0725889	0.0714721	6.18	-28.69
	VCL	HsaINT0180029	chr10:74114900-74118022	3123	chr10	+	VCL_74117708	74117708	74117709	74117709	2809	74114900	74118022	chr14	21030244	21030300	chr14	21029887	21031586	Vcl	0.01702938	57	7	3	TRUE	0.09931	0.0456218	0.0809068	9.16	-23.9
	VCPKMT	HsaINT0020550	chr14:50109714-50112614	2901	chr14	-	VCPKMT_50111617	50111617	50111618	50111618	996	50109714	50112614	chr12	69578819	69578895	chr12	69577941	69579905	Vcpkmt	0.307338	77	85	20	TRUE	0.015604	0.0378807	0.0554825	5.29	6.8
	VDAC2	HsaINT0180077	chr10:75214071-75219062	4992	chr10	+	VDAC2_75216619	75216619	75216620	75216620	2549	75214071	75219062	chr14	21834979	21835034	chr14	21833851	21837743	Vdac2	0.0329471	56	1	0	FALSE	0.00185	0.0713982	0.0797205	6.84	-33.07
	VDAC3	HsaINT0180088	chr8:42402016-42403310	1295	chr8	+	VDAC3_42402432	42402432	42402433	42402433	417	42402016	42403310	chr8	22579217	22579283	chr8	22579143	22580339	Vdac3	0.100231066666667	67	30	3	TRUE	0.371563	0.0504587	0.0969035	6.28	-21.68
	VEGFC	HsaINT0180121	chr4:176684041-176687186	3146	chr4	-	VEGFC_176684378	176684378	176684379	176684379	2807	176684041	176687186	chr8	54185472	54185728	chr8	54181421	54185953	Vegfc	0.0438993333333333	257	9	2	FALSE	0.022123	0.0391535	0.0467806	9.49	10.77
	VEGFD	HsaINT0064231	chrX:15353169-15355149	1981	chrX	-	VEGFD_15353956	15353956	15353957	15353957	1192	15353169	15355149	chrX	164395378	164395481	chrX	164394582	164395932	Vegfd	0.1866167	104	16	4	TRUE	0.098295	0.0889051	0.108573	9.81	9.86
	VEGFD	HsaINT0064231	chrX:15353169-15355149	1981	chrX	-	VEGFD_15354720	15354720	15354721	15354721	428	15353169	15355149	chrX	164395378	164395481	chrX	164394582	164395932	Vegfd	0.1866167	104	16	4	TRUE	0.17585	0.0889051	0.108573	9.3	9.86
	VEPH1	HsaINT1046307	chr3:157313756-157317061	3306	chr3	-	VEPH1_157315665	157315665	157315666	157315666	1395	157313756	157317061	chr3	66125327	66125451	chr3	66121722	66125828	Veph1	0	125	45	7	TRUE	0.069997	0.0840696	0.115816	6.53	7.44
	VEZF1	HsaINT1046313	chr17:57974901-57979151	4251	chr17	-	VEZF1_57975182	57975182	57975183	57975183	3968	57974901	57979151	chr11	88080428	88080509	chr11	88078556	88081397	Vezf1	0.155564666666667	82	12	4	TRUE	0.352543	0.232162	0.239725	9.65	10.51
	VEZF1	HsaINT0180144	chr17:57979314-57980602	1289	chr17	-	VEZF1_57979348	57979348	57979349	57979349	1253	57979314	57980602	chr11	88076507	88076577	chr11	88076375	88078402	Vezf1	0.0279266666666667	71	4	1	FALSE	0.049262	0.101981	0.146832	7.25	6.84
	VEZT	HsaINT1046315	chr12:95263082-95266356	3275	chr12	+	VEZT_95265323	95265323	95265324	95265324	2242	95263082	95266356	chr10	94000262	94000350	chr10	93993655	94000350	Vezt	0.229860666666667	89	24	3	TRUE	0.229635	0.0608537	0.111389	10.36	-26.11
	VEZT	HsaINT0180152	chr12:95266633-95270050	3418	chr12	+	VEZT_95269449	95269449	95269450	95269450	2817	95266633	95270050	chr10	93994559	93994654	chr10	93993655	94000350	Vezt	0.229860666666667	96	120	23	TRUE	0.215393	0.163548	0.234377	9.66	-35.87
	VEZT	HsaINT0180147	chr12:95294373-95296050	1678	chr12	+	VEZT_95295505	95295505	95295506	95295506	1133	95294373	95296050	chr10	93974319	93974350	chr10	93974043	93974444	Vezt	0	32	0	0	FALSE	0.16289	0.0403111	0.0861102	10.65	-22.6
	VIL1	HsaINT0180180	chr2:218430879-218431856	978	chr2	+	VIL1_218431716	218431716	218431717	218431717	838	218430879	218431856	chr1	74423582	74423672	chr1	74423081	74423674	Vil1	0	91	44	6	TRUE	0.383501	0.0305184	0.0383233	9.88	-16.9
	VIL1	HsaINT0180187	chr2:218437313-218438657	1345	chr2	+	VIL1_218437923	218437923	218437924	218437924	611	218437313	218438657	chr1	74429378	74429429	chr1	74428256	74430616	Vil1	0	52	22	5	TRUE	0.093584	0.0357167	0.0416216	8.04	-17.8
	VILL	HsaINT0180204	chr3:38004400-38005791	1392	chr3	+	VILL_38004784	38004784	38004785	38004785	385	38004400	38005791	chr9	119069822	119069882	chr9	119068457	119070277	Vill	0.266702333333333	61	91	14	TRUE	0.00557	0.0244016	0.0167692	6.05	-24.53
	VIM	HsaINT0180218	chr10:17230711-17233586	2876	chr10	+	VIM_17232157	17232157	17232158	17232158	1447	17230711	17233586	chr2	13576096	13576412	chr2	13575602	13578412	Vim	0.00763084666666667	317	7	2	FALSE	0.172409	0.134844	0.164586	7.15	-24.66
	VIPAS39	HsaINT0180245	chr14:77451334-77453298	1965	chr14	-	VIPAS39_77452520	77452520	77452521	77452521	777	77451334	77453298	chr12	87260074	87260130	chr12	87259222	87260631	Vipas39	0.0729889333333333	57	0	0	FALSE	0.039649	0.0383364	0.0519908	6.99	9.82
	VIPAS39	HsaINT0180242	chr14:77454103-77457094	2992	chr14	-	VIPAS39_77456195	77456195	77456196	77456196	898	77454103	77457094	chr12	87265600	87265673	chr12	87263998	87266151	Vipas39	0.0527978333333333	74	81	15	TRUE	0.240967	0.0427787	0.0525169	10.29	4.29
	VIPR2	HsaINT0180272	chr7:159036013-159036751	739	chr7	-	VIPR2_159036572	159036572	159036573	159036573	178	159036013	159036751	chr12	116137131	116137204	chr12	116136260	116137312	Vipr2	0	74	12	3	TRUE	0.0015	0.0183978	0.0256333	4.51	9.65
	VLDLR	HsaINT0180307	chr9:2635573-2639858	4286	chr9	+	VLDLR_2639208	2639208	2639209	2639209	3636	2635573	2639858	chr19	27231915	27232022	chr19	27230316	27234789	Vldlr	0	108	13	2	FALSE	0.19315	0.0308306	0.0571703	10.07	-30.51
	VLDLR	HsaINT0180309	chr9:2641500-2643159	1660	chr9	+	VLDLR_2642154	2642154	2642155	2642155	655	2641500	2643159	chr19	27237291	27237477	chr19	27234913	27238052	Vldlr	0	187	17	3	TRUE	0.011702	0.163723	0.253882	9.16	-30.51
	VLDLR	HsaINT0180314	chr9:2645083-2645573	491	chr9	+	VLDLR_2645461	2645461	2645462	2645462	379	2645083	2645573	chr19	27239971	27240118	chr19	27239742	27240465	Vldlr	0	148	22	2	FALSE	0.092555	0.0471079	0.153409	6.35	-24.59
	VLDLR	HsaINT0180299	chr9:2646553-2647473	921	chr9	+	VLDLR_2646704	2646704	2646705	2646705	152	2646553	2647473	chr19	27242514	27242586	chr19	27241454	27243064	Vldlr	0	73	20	0	FALSE	0.044609	0.0445016	0.0764332	10.67	-12.58
	VMA21	HsaINT0180315	chrX:151397362-151403630	6269	chrX	+	VMA21_151397442	151397442	151397443	151397443	81	151397362	151403630	chrX	71817544	71817604	chrX	71816700	71820067	Vma21	0.0200666666666667	61	16	1	FALSE	0.004573	0.0549802	0.0544206	2.89	-13.37
	VMP1	HsaINT0169173	chr17:59765139-59773753	8615	chr17	+	VMP1_59773511	59773511	59773512	59773512	8373	59765139	59773753	chr11	86636700	86636823	chr11	86635307	86643497	Vmp1	0.0152924633333333	124	10	0	FALSE	0.028909	0.0997522	0.0849183	9.73	-12.43
	VNN1	HsaINT0180323	chr6:132693316-132693989	674	chr6	-	VNN1_132693604	132693604	132693605	132693605	384	132693316	132693989	chr10	23898863	23898966	chr10	23898601	23899393	Vnn1	0	104	2	1	FALSE	0.008259	0.0136691	0.0196098	-12.18	8.38
	VNN1	HsaINT0180321	chr6:132711840-132713825	1986	chr6	-	VNN1_132713538	132713538	132713539	132713539	286	132711840	132713825	chr10	23896188	23896263	chr10	23895092	23897292	Vnn1	0	76	20	1	FALSE	0.063515	0.0398585	0.0182225	3.91	7.88
	VPS11	HsaINT0180370	chr11:119068011-119069195	1185	chr11	+	VPS11_119068375	119068375	119068376	119068376	365	119068011	119069195	chr9	44361283	44361356	chr9	44359988	44361444	Vps11	0.154742666666667	74	67	7	TRUE	0.046263	0.075227	0.0822295	8.39	-25.78
	VPS13A	HsaINT0180453	chr9:77210676-77212968	2293	chr9	+	VPS13A_77210818	77210818	77210819	77210819	143	77210676	77212968	chr19	16751973	16752022	chr19	16750182	16752118	Vps13a	0.153515	50	103	18	TRUE	0.260297	0.0543668	0.0964226	8.34	-18.18
	VPS13A	HsaINT0180428	chr9:77337538-77339515	1978	chr9	+	VPS13A_77339379	77339379	77339380	77339380	1842	77337538	77339515	chr19	16664905	16664970	chr19	16664905	16666153	Vps13a	0	66	12	2	FALSE	0.054178	0.0580106	0.0939262	8.62	-22.51
	VPS13A	HsaINT0180446	chr9:77369413-77370256	844	chr9	+	VPS13A_77369553	77369553	77369554	77369554	141	77369413	77370256	chr19	16640991	16641063	chr19	16640860	16641557	Vps13a	0	73	20	5	TRUE	0.338185	0.0448685	0.0792547	9.48	-20.45
	VPS13A	HsaINT0180446	chr9:77369413-77370256	844	chr9	+	VPS13A_77370019	77370019	77370020	77370020	607	77369413	77370256	chr19	16640991	16641063	chr19	16640860	16641557	Vps13a	0	73	20	5	TRUE	0.33012	0.0448685	0.0792547	9.27	-20.45
	VPS13B	HsaINT0180476	chr8:99275255-99384207	108953	chr8	+	VPS13B_99298858	99298858	99298859	99298859	23604	99275255	99384207	chr15	35540859	35541068	chr15	35534361	35572059	Vps13b	0	210	6	2	FALSE	0.078236	0.133918	0.122229	-19.57	-30.32
	VPS13B	HsaINT0180499	chr8:99779032-99784314	5283	chr8	+	VPS13B_99783007	99783007	99783008	99783008	3976	99779032	99784314	chr15	35843241	35843522	chr15	35841599	35846845	Vps13b	0.00578486666666667	282	39	3	TRUE	0.226836	0.404936	0.441041	9.79	-21.67
	VPS13B	HsaINT0180507	chr8:99821483-99823831	2349	chr8	+	VPS13B_99823489	99823489	99823490	99823490	2007	99821483	99823831	chr15	35880118	35880218	chr15	35879958	35882888	Vps13b	0	101	5	1	FALSE	0.065	0.147367	0.180157	7.61	-17
	VPS13B	HsaINT0180512	chr8:99848895-99853450	4556	chr8	+	VPS13B_99851751	99851751	99851752	99851752	2857	99848895	99853450	chr13	13753586	13753959	chr13	13752133	13757310	Lyst	0	374	11	1	FALSE	0.080045	0.0467728	0.0625672	10.06	-11.68
	VPS13B	HsaINT0180518	chr8:99871698-99875417	3720	chr8	+	VPS13B_99875122	99875122	99875123	99875123	3425	99871698	99875417	chr15	35928536	35928730	chr15	35926291	35929854	Vps13b	0.0585285	195	51	16	TRUE	0.302239	0.233035	0.272024	10.13	-27.23
	VPS13C	HsaINT0180604	chr15:61854955-61856285	1331	chr15	-	VPS13C_61855567	61855567	61855568	61855568	717	61854955	61856285	chr9	67993104	67993167	chr9	67993062	67994859	Vps13c	0.0601528666666667	64	23	10	TRUE	0.032829	0.152082	0.208516	7.77	10.57
	VPS13C	HsaINT0180593	chr15:61878747-61880608	1862	chr15	-	VPS13C_61878907	61878907	61878908	61878908	1700	61878747	61880608	chr9	67966190	67966324	chr9	67965799	67967039	Vps13c	0	135	22	1	FALSE	0.033207	0.195242	0.289965	8.62	7.81
	VPS13C	HsaINT0180593	chr15:61878747-61880608	1862	chr15	-	VPS13C_61880230	61880230	61880231	61880231	377	61878747	61880608	chr9	67966190	67966324	chr9	67965799	67967039	Vps13c	0	135	22	1	FALSE	0.05564	0.195242	0.289965	4.64	7.81
	VPS13C	HsaINT0180593	chr15:61878747-61880608	1862	chr15	-	VPS13C_61880234	61880234	61880235	61880235	373	61878747	61880608	chr9	67966190	67966324	chr9	67965799	67967039	Vps13c	0	135	22	1	FALSE	0.026905	0.195242	0.289965	6.22	7.81
	VPS13C	HsaINT0180570	chr15:61925549-61927090	1542	chr15	-	VPS13C_61925627	61925627	61925628	61925628	1462	61925549	61927090	chr9	67939349	67939454	chr9	67939153	67940458	Vps13c	0	106	3	0	FALSE	0.025841	0.0419021	0.0699029	5.17	5.96
	VPS13C	HsaINT0180570	chr15:61925549-61927090	1542	chr15	-	VPS13C_61926058	61926058	61926059	61926059	1031	61925549	61927090	chr9	67939349	67939454	chr9	67939153	67940458	Vps13c	0	106	3	0	FALSE	0.026276	0.0419021	0.0699029	7.09	5.96
	VPS13C	HsaINT0180570	chr15:61925549-61927090	1542	chr15	-	VPS13C_61926138	61926138	61926139	61926139	951	61925549	61927090	chr9	67939349	67939454	chr9	67939153	67940458	Vps13c	0	106	3	0	FALSE	0.06364	0.0419021	0.0699029	7.53	5.96
	VPS13C	HsaINT0180569	chr15:61927321-61929500	2180	chr15	-	VPS13C_61928511	61928511	61928512	61928512	988	61927321	61929500	chr9	67938194	67938274	chr9	67937907	67938922	Vps13c	0	81	1	0	FALSE	0.051891	0.0745656	0.0743666	9.45	5.61
	VPS13C	HsaINT0180565	chr15:61934332-61936596	2265	chr15	-	VPS13C_61936447	61936447	61936448	61936448	148	61934332	61936596	chr9	67932802	67932933	chr9	67932591	67934440	Vps13c	0	132	4	0	FALSE	0.158383	0.0243377	0.0440926	9.81	7.08
	VPS13C	HsaINT0180564	chr15:61936751-61940646	3896	chr15	-	VPS13C_61937345	61937345	61937346	61937346	3300	61936751	61940646	chr9	67931002	67931079	chr9	67930762	67932439	Vps13c	0.00237812	78	10	2	FALSE	0.015387	0.0429381	0.0532358	8.38	10.86
	VPS13C	HsaINT0180559	chr15:61947310-61949442	2133	chr15	-	VPS13C_61947763	61947763	61947764	61947764	1678	61947310	61949442	chr9	67924385	67924477	chr9	67923843	67925769	Vps13c	0	93	3	2	FALSE	0.004746	0.0337684	0.0893896	8.31	4.88
	VPS13C	HsaINT0180553	chr15:61954555-61958607	4053	chr15	-	VPS13C_61957287	61957287	61957288	61957288	1319	61954555	61958607	chr9	67918986	67919084	chr9	67916455	67919237	Vps13c	0.364503681	99	1	0	FALSE	0.222929	0.0281115	0.0628507	8.77	10.77
	VPS13C	HsaINT0180543	chr15:61967448-61969298	1851	chr15	-	VPS13C_61967858	61967858	61967859	61967859	1439	61967448	61969298	chr9	67906823	67906921	chr9	67905947	67907991	Vps13c	0	99	2	0	FALSE	0.004325	0.0366164	0.051687	0.52	8.49
	VPS13C	HsaINT0180527	chr15:62008762-62010471	1710	chr15	-	VPS13C_62009272	62009272	62009273	62009273	1198	62008762	62010471	chr9	67881642	67881720	chr9	67881458	67883452	Vps13c	0	79	1	0	FALSE	0.090005	0.0376257	0.0583598	9.48	9.46
	VPS13C	HsaINT0180600	chr15:62020539-62023410	2872	chr15	-	VPS13C_62022647	62022647	62022648	62022648	762	62020539	62023410	chr9	67872801	67872882	chr9	67871286	67873854	Vps13c	0.0342090666666667	82	2	2	FALSE	0.029423	0.0455783	0.0596142	10.47	9.11
	VPS13D	HsaINT0180620	chr1:12234364-12242512	8149	chr1	+	VPS13D_12235180	12235180	12235181	12235181	817	12234364	12242512	chr4	145183023	145183122	chr4	145181194	145190495	Vps13d	0.270574666666667	100	17	2	FALSE	0.388458	0.0536354	0.0459075	7.77	-18.97
	VPS13D	HsaINT0180631	chr1:12242591-12244245	1655	chr1	+	VPS13D_12243802	12243802	12243803	12243803	1212	12242591	12244245	chr4	145181026	145181090	chr4	145178380	145181115	Vps13d	0.666666666666667	65	3	0	FALSE	0.008765	0.0421547	0.0508303	4.29	-29.74
	VPS13D	HsaINT0180674	chr1:12253827-12256332	2506	chr1	+	VPS13D_12255504	12255504	12255505	12255505	1678	12253827	12256332	chr4	145172250	145172270	chr4	145172249	145173053	Vps13d	0	21	57	11	TRUE	0.496544	0.0685698	0.0383675	11.08	-22.99
	VPS13D	HsaINT0180614	chr1:12267012-12267844	833	chr1	+	VPS13D_12267720	12267720	12267721	12267721	709	12267012	12267844	chr4	145164164	145164249	chr4	145163832	145164555	Vps13d	0	86	2	1	FALSE	0.084325	0.0490072	0.0720344	8.27	-34.59
	VPS13D	HsaINT0180616	chr1:12268877-12270993	2117	chr1	+	VPS13D_12268994	12268994	12268995	12268995	118	12268877	12270993	chr4	145162865	145162962	chr4	145162129	145163175	Vps13d	0.397516433333333	98	4	2	FALSE	0.046438	0.0732707	0.0649545	9.35	-26.85
	VPS13D	HsaINT0180622	chr1:12283737-12288222	4486	chr1	+	VPS13D_12286408	12286408	12286409	12286409	2672	12283737	12288222	chr4	145147230	145147321	chr4	145144882	145148316	Vps13d	0	92	6	2	FALSE	0.174945	0.0278364	0.0374242	11.08	-17.23
	VPS13D	HsaINT0180626	chr1:12299385-12304505	5121	chr1	+	VPS13D_12302613	12302613	12302614	12302614	3229	12299385	12304505	chr4	145135782	145135951	chr4	145134661	145138563	Vps13d	0	170	27	4	TRUE	0.10436	0.116787	0.126868	7.08	-24.16
	VPS13D	HsaINT0180628	chr1:12308642-12311453	2812	chr1	+	VPS13D_12311354	12311354	12311355	12311355	2713	12308642	12311453	chr4	145129553	145129708	chr4	145128417	145131599	Vps13d	0.409750666666667	156	5	2	FALSE	0.145214	0.0930537	0.0928236	5.12	-33.17
	VPS13D	HsaINT0180628	chr1:12308642-12311453	2812	chr1	+	VPS13D_12311358	12311358	12311359	12311359	2717	12308642	12311453	chr4	145129553	145129708	chr4	145128417	145131599	Vps13d	0.409750666666667	156	5	2	FALSE	0.231821	0.0930537	0.0928236	8.83	-33.17
	VPS13D	HsaINT0180633	chr1:12318338-12319496	1159	chr1	+	VPS13D_12319495	12319495	12319496	12319496	1158	12318338	12319496	chr4	145121585	145121678	chr4	145121386	145122443	Vps13d	0.275019333333333	94	34	3	TRUE	0.451706	0.0370664	0.0545365	10.88	-18.55
	VPS13D	HsaINT0180634	chr1:12319631-12321808	2178	chr1	+	VPS13D_12319966	12319966	12319967	12319967	336	12319631	12321808	chr4	145119088	145119189	chr4	145117705	145121251	Vps13d	0.00434006666666667	102	39	5	TRUE	0.335982	0.0826281	0.126312	9.16	-24.44
	VPS13D	HsaINT0180643	chr1:12341886-12342898	1013	chr1	+	VPS13D_12342660	12342660	12342661	12342661	775	12341886	12342898	chr4	145099599	145099691	chr4	145098164	145099964	Vps13d	0	93	60	12	TRUE	0.312797	0.0810207	0.0779271	11.08	-19.87
	VPS13D	HsaINT0180644	chr1:12343052-12345373	2322	chr1	+	VPS13D_12344469	12344469	12344470	12344470	1418	12343052	12345373	chr4	145096814	145096921	chr4	145096322	145098010	Vps13d	0	108	31	3	TRUE	0.209211	0.140849	0.135929	10.77	-20.03
	VPS13D	HsaINT0180649	chr1:12354222-12355898	1677	chr1	+	VPS13D_12355085	12355085	12355086	12355086	864	12354222	12355898	chr4	145087964	145088024	chr4	145087317	145088190	Vps13d	0.0930483666666667	61	18	1	FALSE	0.193273	0.0646732	0.0540226	8.08	-9.44
	VPS13D	HsaINT0180652	chr1:12358602-12362719	4118	chr1	+	VPS13D_12358816	12358816	12358817	12358817	215	12358602	12362719	chr4	145085174	145085291	chr4	145081812	145085291	Vps13d	0.00466816666666667	118	43	11	TRUE	0.040655	0.101815	0.127807	5.39	-22.31
	VPS13D	HsaINT0180655	chr1:12363248-12368467	5220	chr1	+	VPS13D_12368403	12368403	12368404	12368404	5156	12363248	12368467	chr4	145077375	145077433	chr4	145075834	145081300	Vps13d	0.0243125666666667	59	12	1	FALSE	0.040809	0.0493063	0.0399204	9.82	-24.44
	VPS13D	HsaINT0180659	chr1:12378592-12379487	896	chr1	+	VPS13D_12379202	12379202	12379203	12379203	611	12378592	12379487	chr4	145069892	145069944	chr4	145069187	145069944	Vps13d	0	53	12	3	TRUE	0.265457	0.0448795	0.0540045	11.01	-14.43
	VPS13D	HsaINT0180661	chr1:12383156-12385259	2104	chr1	+	VPS13D_12384125	12384125	12384126	12384126	970	12383156	12385259	chr4	145064459	145064524	chr4	145063681	145065785	Vps13d	0	66	2	0	FALSE	0.178677	0.0268731	0.0294955	9.79	-19.17
	VPS13D	HsaINT0180667	chr1:12403974-12415086	11113	chr1	+	VPS13D_12404893	12404893	12404894	12404894	920	12403974	12415086	chr4	145050978	145051227	chr4	145046406	145054116	Vps13d	0.041128	250	15	2	FALSE	0.000375	0.165813	0.180517	-36.15	-24.16
	VPS13D	HsaINT0180673	chr1:12507094-12508892	1799	chr1	+	VPS13D_12508375	12508375	12508376	12508376	1282	12507094	12508892	chr4	144976333	144976383	chr4	144975269	144976527	Vps13d	0.00755829666666667	51	69	9	TRUE	0.125654	0.0165231	0.0197604	10.67	-25.41
	VPS26A	HsaINT0180717	chr10:69158212-69162405	4194	chr10	+	VPS26A_69160918	69160918	69160919	69160919	2707	69158212	69162405	chr7	56014008	56014232	chr7	55997564	56019408	Nipa1	0	225	7	1	FALSE	0.487768	0.180876	0.15329	7.92	-22.22
	VPS26A	HsaINT0180717	chr10:69158212-69162405	4194	chr10	+	VPS26A_69161909	69161909	69161910	69161910	3698	69158212	69162405	chr7	56014008	56014232	chr7	55997564	56019408	Nipa1	0	225	7	1	FALSE	0.132655	0.180876	0.15329	8.95	-22.22
	VPS26A	HsaINT0180718	chr10:69162513-69166041	3529	chr10	+	VPS26A_69164493	69164493	69164494	69164494	1981	69162513	69166041	chr10	62464516	62464557	chr10	62463760	62464631	Vps26a	0.0127671333333333	42	5	2	FALSE	0.005977	0.149184	0.0932407	5.29	-26
	VPS33A	HsaINT0180743	chr12:122232428-122232799	372	chr12	-	VPS33A_122232744	122232744	122232745	122232745	54	122232428	122232799	chr5	123531612	123531664	chr5	123531222	123531824	Vps33a	0.00240007333333333	53	4	0	FALSE	0.00558	0.0730968	0.0675968	8.35	10.74
	VPS33B	HsaINT0180770	chr15:91007965-91009800	1836	chr15	-	VPS33B_91008903	91008903	91008904	91008904	896	91007965	91009800	chr7	80282431	80282484	chr7	80280018	80282484	Vps33b	0.136704333333333	54	62	15	TRUE	0.06373	0.058707	0.0249191	8.63	7.66
	VPS36	HsaINT0180797	chr13:52434883-52436289	1407	chr13	-	VPS36_52435480	52435480	52435481	52435481	808	52434883	52436289	chr8	22206447	22206510	chr8	22205782	22206776	Vps36	0.00493371	64	17	3	TRUE	0.107501	0.137523	0.1784	9.72	11.08
	VPS36	HsaINT0180790	chr13:52442446-52450498	8053	chr13	-	VPS36_52449528	52449528	52449529	52449529	969	52442446	52450498	chr8	22195456	22195546	chr8	22192967	22198897	Vps36	0.0134249066666667	91	41	8	TRUE	0.400188	0.0624534	0.0654629	10.65	8.76
	VPS37A	HsaINT0180809	chr8:17268957-17274732	5776	chr8	+	VPS37A_17270941	17270941	17270942	17270942	1985	17268957	17274732	chr8	40536438	40536516	chr8	40529210	40536869	Vps37a	0.0542209	79	3	1	FALSE	0.06793	0.0825057	0.0597453	6.77	-34.37
	VPS37A	HsaINT0180814	chr8:17280444-17284472	4029	chr8	+	VPS37A_17280691	17280691	17280692	17280692	248	17280444	17284472	chr8	40542267	40542341	chr8	40541094	40543809	Vps37a	0.204423	75	7	2	FALSE	0.145042	0.0567488	0.0536751	10.24	-24.44
