locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated	junction_type
SLC23A1_139379354	SLC23A1	chr5	139379354	139379355	-	0.150934	24235384	139379355	139379955	3	5	1.667	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
FCHSD1_141646722	FCHSD1	chr5	141646722	141646723	-	0.049099	24311149	141646723	141647134	10934	162199	14.834	12.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
ARHGAP26_143208691	ARHGAP26	chr5	143208691	143208692	+	0.013802	24331831	143208693	143213996	2511	4425	1.762	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CSNK1A1_149504680	CSNK1A1	chr5	149504680	149504681	-	0.052303	24363429	149496861	149504680	7122	25982	3.648	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
CSNK1A1_149511063	CSNK1A1	chr5	149511063	149511064	-	0.013708	24364094	149509954	149511065	479	576	1.203	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	gC33,kG38	3	1	5ss
ARHGEF37_149628646	ARHGEF37	chr5	149628646	149628647	+	0.488622	24366349	149628648	149628808	362	1359	3.754	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
NDST1_150527616	NDST1	chr5	150527616	150527617	+	0.218827	24394693	150527618	150527803	1469	2169	1.477	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
GPX3_151027430	GPX3	chr5	151027430	151027431	+	0.168422	24406503	151027018	151027431	11224	14962148	1333.05	160.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
RP11-54C4.3_151770772	RP11-54C4.3	chr5	151770772	151770773	-	0.021489	24427667	151770773	151771313	9855	72880	7.395	5.0	aC19,cH38,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cH38,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	3	1	3ss
RP11-54C4.3_151770772	RP11-54C4.3	chr5	151770772	151770773	-	0.021489	24427668	151770773	151771576	305	361	1.184	1.0	aC19,cH38,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38,sG38	3	1	3ss
RP11-54C4.3_151770772	RP11-54C4.3	chr5	151770772	151770773	-	0.021489	24427670	151770773	151771702	29	33	1.138	1.0	aC19,cH38,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cH38,rG19,rG38,sG19,sG38	3	1	3ss
GEMIN5_154926074	GEMIN5	chr5	154926074	154926075	-	0.067369	24449030	154926075	154927384	9978	97447	9.766	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TIMD4_156921951	TIMD4	chr5	156921951	156921952	-	0.389669	24452494	156920504	156921951	192	302	1.573	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	3	1	5ss
NOP16_176385929	NOP16	chr5	176385929	176385930	-	0.329353	24558188	176385328	176385929	7209	20370	2.826	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,rG19,rG38,sG38	3	1	5ss
HK3_176884743	HK3	chr5	176884743	176884744	-	0.118689	24573663	176884135	176884743	625	874	1.398	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
UIMC1_176969365	UIMC1	chr5	176969365	176969366	-	0.028961	24574912	176958155	176969365	1334	1727	1.295	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
NSD1_177280563	NSD1	chr5	177280563	177280564	+	0.108279	24584034	177273785	177280564	10873	232166	21.353	14.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
HNRNPAB_178206554	HNRNPAB	chr5	178206554	178206555	+	0.039409	24622826	178206556	178206731	201	265	1.318	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
ADAMTS2_179344507	ADAMTS2	chr5	179344507	179344508	-	0.324927	24636230	179344162	179344511	138	161	1.167	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
ADAMTS2_179344511	ADAMTS2	chr5	179344511	179344512	-	0.45993	24636230	179344162	179344511	138	161	1.167	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
RUFY1_179586562	RUFY1	chr5	179586562	179586563	+	0.211903	24639364	179586564	179589545	5521	11728	2.124	2.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
FOXF2_1393534	FOXF2	chr6	1393534	1393535	+	0.117588	24714734	1393536	1394695	210	282	1.343	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SERPINB1_2839334	SERPINB1	chr6	2839334	2839335	-	0.313265	24727015	2838687	2839334	5512	18321	3.324	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,kG19,rG19,rG38,sG19,sG38	3	1	5ss
SERPINB6_2953186	SERPINB6	chr6	2953186	2953187	-	0.133395	24729953	2953187	2954591	11342	3083845	271.896	225.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
SERPINB6_2953186	SERPINB6	chr6	2953186	2953187	-	0.133395	24729808	2949070	2953186	2356	3532	1.499	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
PXDC1_3737616	PXDC1	chr6	3737616	3737617	-	0.087543	24748169	3737197	3737616	8031	32522	4.05	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	3	1	5ss
MBOAT1_20126163	MBOAT1	chr6	20126163	20126164	-	0.059181	24859343	20124601	20126163	22	23	1.045	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	3	1	5ss
MBOAT1_20151262	MBOAT1	chr6	20151262	20151263	-	0.012992	24859681	20151263	20152623	9783	191926	19.618	9.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
GPLD1_24467274	GPLD1	chr6	24467274	24467275	-	0.165084	24880102	24467275	24472581	4256	15651	3.677	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
GPLD1_24467274	GPLD1	chr6	24467274	24467275	-	0.165084	24880104	24467275	24475120	854	1129	1.322	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
GPLD1_24467274	GPLD1	chr6	24467274	24467275	-	0.165084	24880101	24467275	24471752	26	29	1.115	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	3ss
GMNN_24779933	GMNN	chr6	24779933	24779934	+	0.365673	24885453	24779935	24780662	1742	5310	3.048	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CARMIL1_25491946	CARMIL1	chr6	25491946	25491947	+	0.40492	24891111	25491810	25491947	9910	140538	14.181	8.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
ZSCAN26_28276193	ZSCAN26	chr6	28276193	28276194	+	0.047171	24931684	28272788	28276194	11046	214923	19.457	15.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
ZSCAN26_28276193	ZSCAN26	chr6	28276193	28276194	+	0.047171	24931497	28267214	28276194	432	507	1.174	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
ZSCAN12_28383328	ZSCAN12	chr6	28383328	28383329	-	0.026026	24933524	28382610	28383328	5544	14052	2.535	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,rG19,rG38,sG19,sG38	3	1	5ss
GPX5_28532319	GPX5	chr6	28532319	28532320	+	0.149971	24934282	28529605	28532320	48	86	1.792	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
GPX5_28532319	GPX5	chr6	28532319	28532320	+	0.149971	24934292	28531896	28532320	13	15	1.154	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
VARS_31786540	VARS	chr6	31786540	31786541	-	0.093545	25095361	31785734	31786540	70	83	1.186	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
TNXB_32042606	TNXB	chr6	32042606	32042607	-	0.045714	25179559	32042607	32042698	10538	477050	45.27	12.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TNXB_32042606	TNXB	chr6	32042606	32042607	-	0.045714	25179563	32042607	32043174	34	40	1.176	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TNXB_32042606	TNXB	chr6	32042606	32042607	-	0.045714	25179561	32042607	32042950	4	4	1.0	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TNXB_32087247	TNXB	chr6	32087247	32087248	-	0.093569	25184939	32086119	32087250	4655	29160	6.264	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	gC24,gC25,gC26,gC29,gC33,kG38	3	1	5ss
TNXB_32087247	TNXB	chr6	32087247	32087248	-	0.093569	25184927	32086068	32087250	1	1	1.0	1.0	gC24,gC25,gC26,gC29,gC33,kG38	gC24,gC25,gC26,gC29,gC33,kG38	3	1	5ss
RNF5_32178794	RNF5	chr6	32178794	32178795	+	0.094204	25192493	32178796	32179540	642	902	1.405	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
UHRF1BP1_34855869	UHRF1BP1	chr6	34855869	34855870	+	0.026943	25297562	34855871	34856238	1749	2725	1.558	1.0	aC19,cH38,kG19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
ZNF76_35293749	ZNF76	chr6	35293749	35293750	+	0.17189	25305417	35293045	35293750	11267	267712	23.761	20.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TBC1D22B_37283012	TBC1D22B	chr6	37283012	37283013	+	0.07687	25356908	37283014	37284335	2945	4589	1.558	1.0	aC19,cH38,kG19,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
TREML2_41195652	TREML2	chr6	41195652	41195653	-	0.383762	25386155	41194834	41195652	13	15	1.154	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
UBR2_42689142	UBR2	chr6	42689142	42689143	+	0.162023	25424343	42689144	42689568	2899	4477	1.544	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CUL9_43204931	CUL9	chr6	43204931	43204932	+	0.166047	25459062	43204858	43204932	10925	144071	13.187	11.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	3	1	3ss
CUL9_43204931	CUL9	chr6	43204931	43204932	+	0.166047	25459063	43204858	43204937	457	527	1.153	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19	3	1	3ss
SLC22A7_43300516	SLC22A7	chr6	43300516	43300517	+	0.046151	25461745	43300067	43300518	36	50	1.389	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	3ss
SLC22A7_43300549	SLC22A7	chr6	43300549	43300550	+	0.167777	25461759	43300551	43301134	187	450	2.406	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
ZNF318_43342468	ZNF318	chr6	43342468	43342469	-	0.057342	25462923	43342212	43342468	1125	1585	1.409	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38	3	1	5ss
ZNF318_43342468	ZNF318	chr6	43342468	43342469	-	0.057342	25462930	43342364	43342468	305	336	1.102	1.0	cH38	aC19,cH38	3	1	5ss
ZNF318_43342470	ZNF318	chr6	43342470	43342471	-	0.053064	25462923	43342212	43342468	1125	1585	1.409	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38	3	1	5ss
ZNF318_43342470	ZNF318	chr6	43342470	43342471	-	0.053064	25462930	43342364	43342468	305	336	1.102	1.0	cH38	aC19,cH38	3	1	5ss
TCTE1_44287189	TCTE1	chr6	44287189	44287190	-	0.042784	25501585	44286533	44287189	407	553	1.359	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	3	1	5ss
TCTE1_44287189	TCTE1	chr6	44287189	44287190	-	0.042784	25501581	44286513	44287189	251	326	1.299	1.0	cH38,sG38	cH38,sG38	3	1	5ss
SLC25A27_46658527	SLC25A27	chr6	46658527	46658528	+	0.29003	25512175	46658529	46658961	775	956	1.234	1.0	aC19,gC19,kG19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
ADGRF5_46854709	ADGRF5	chr6	46854709	46854710	-	0.016895	25513348	46854072	46854714	10151	190975	18.813	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,kG19,sG19,sG38	3	1	5ss
ADGRF5_46854714	ADGRF5	chr6	46854714	46854715	-	0.028105	25513348	46854072	46854714	10151	190975	18.813	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,kG19,sG19,sG38	3	1	5ss
RHAG_49617085	RHAG	chr6	49617085	49617086	-	0.156015	25522540	49615772	49617085	1	2	2.0	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
CRISP3_49730780	CRISP3	chr6	49730780	49730781	-	0.022393	25522949	49728858	49730780	156	364	2.333	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
TFAP2B_50821476	TFAP2B	chr6	50821476	50821477	+	0.183988	25524128	50821478	50822133	473	862	1.822	1.0	aC19,cH38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38,vG19	3	1	5ss
TFAP2B_50821476	TFAP2B	chr6	50821476	50821477	+	0.183988	25524129	50821478	50823406	431	730	1.694	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
PKHD1_52069621	PKHD1	chr6	52069621	52069622	-	0.098726	25526746	52069528	52069621	36	42	1.167	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
ICK_53010184	ICK	chr6	53010184	53010185	-	0.141638	25538108	53009568	53010184	17	20	1.176	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	3	1	5ss
HCRTR2_55280538	HCRTR2	chr6	55280538	55280539	+	0.013414	25548638	55280540	55282224	48	68	1.417	1.0	aC19,kG19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
RP1-240B8.3_61679500	RP1-240B8.3	chr6	61679500	61679501	-	0.049793	25565402	61678948	61679500	663	1260	1.9	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38,vG19	aC19	3	1	5ss
IMPG1_76022542	IMPG1	chr6	76022542	76022543	-	0.219616	25622385	76022220	76022542	2	2	1.0	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,gC19,sG19,sG38	3	1	5ss
IBTK_82177052	IBTK	chr6	82177052	82177053	-	0.030149	25636552	82173439	82177052	991	1391	1.404	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
TBX18_84756869	TBX18	chr6	84756869	84756870	-	0.170602	25647142	84756870	84760254	4603	23114	5.022	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
SYNCRIP_85642343	SYNCRIP	chr6	85642343	85642344	-	0.128544	25652358	85641452	85642343	2252	4235	1.881	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
MMS22L_97229576	MMS22L	chr6	97229576	97229577	-	0.236323	25692451	97229404	97229576	292	354	1.212	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
MCHR2_99943143	MCHR2	chr6	99943143	99943144	-	0.17194	25700515	99943144	99947761	220	643	2.923	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
SIM1_100449699	SIM1	chr6	100449699	100449700	-	0.25272	25701222	100449696	100450262	1092	7785	7.129	3.0	kG19,mG19,mG38,rG19,rG38,sG19,sG38	kG19,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
LIN28B_104957786	LIN28B	chr6	104957786	104957787	+	0.002893	25707084	104957788	104958098	109	217	1.991	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
BVES_105125578	BVES	chr6	105125578	105125579	-	0.039016	25707566	105125579	105129378	5880	31547	5.365	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
ROS1_117338694	ROS1	chr6	117338694	117338695	-	0.113719	25795025	117337341	117338694	1063	4107	3.864	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
SMPDL3A_122799256	SMPDL3A	chr6	122799256	122799257	+	0.189388	25812819	122799258	122801309	191	243	1.272	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
TRMT11_125986878	TRMT11	chr6	125986878	125986879	+	0.047594	25822908	125986880	125993756	1159	1472	1.27	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
