locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated
13084	CASD1	chr7	94523039	94523040	+	0.327794	193991566	94523041	94527161	68804	217635	3.163	2.0	aC19,cH38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13098	TECPR1	chr7	98236921	98236922	-	0.084101	194170645	98236922	98238508	153042	2493412	16.292	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13098	TECPR1	chr7	98236921	98236922	-	0.084101	194170650	98236922	98240850	31391	53931	1.718	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13128	GPC2	chr7	100171436	100171437	-	0.183624	194609310	100171437	100171538	56798	829031	14.596	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13129	GPC2	chr7	100176365	100176366	-	0.268482	194610778	100176366	100177033	95442	1673316	17.532	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13129	GPC2	chr7	100176365	100176366	-	0.268482	194610771	100176361	100177118	40	71	1.775	1.0	vG19	vG19	0	1
13136	ZAN	chr7	100767008	100767009	+	0.223612	194840005	100766667	100767009	1060	1830	1.726	1.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
13139	ZAN	chr7	100792548	100792549	+	0.077028	194845398	100792545	100795195	2733	6816	2.494	1.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
13139	ZAN	chr7	100792548	100792549	+	0.077028	194845395	100792545	100793819	783	1344	1.716	1.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
13139	ZAN	chr7	100792548	100792549	+	0.077028	194845397	100792545	100794119	337	550	1.632	1.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
13141	SLC12A9	chr7	100861735	100861736	+	0.10557	194872685	100861585	100861736	154948	3969719	25.62	9.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13144	SERPINE1	chr7	101131873	101131874	+	0.078499	195089141	101130655	101131874	128744	57990578	450.433	16.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13144	SERPINE1	chr7	101131873	101131874	+	0.078499	195085038	101127245	101131874	5973	11129	1.863	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13146	CLDN15	chr7	101232720	101232721	-	0.112693	195136268	101232721	101232832	123796	1787187	14.437	5.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
13157	ARMC10	chr7	103083064	103083065	+	0.060003	195711400	103081909	103083065	7123	10080	1.415	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38,vG19	aC19,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38,vG19	0	1
13159	NAPEPLD	chr7	103124552	103124553	-	0.039214	195717056	103120224	103124552	5265	9155	1.739	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13159	NAPEPLD	chr7	103124552	103124553	-	0.039214	195717351	103121605	103124552	155	449	2.897	1.0	cH38	cH38	0	1
13164	RELN	chr7	103489076	103489077	-	0.017166	195756545	103486417	103489076	94	677	7.202	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	0	1
13175	KMT2E	chr7	105108661	105108662	+	0.042684	195849485	105108659	105108941	57641	137715	2.389	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
13192	SLC26A4	chr7	107712491	107712492	+	0.22194	196094777	107712493	107715422	363	1966	5.416	3.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13194	SLC26A3	chr7	107788071	107788072	-	0.137068	196106580	107787510	107788071	1313	4032	3.071	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13205	PNPLA8	chr7	108485693	108485694	-	0.020868	196155124	108479380	108485693	56326	278225	4.94	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	0	1
13205	PNPLA8	chr7	108485693	108485694	-	0.020868	196155394	108481667	108485693	6987	13121	1.878	1.0	cH38	aC19,cH38,sG19,sG38	0	1
13217	IFRD1	chr7	112459616	112459617	+	0.116438	196273031	112459618	112459639	195	324	1.662	1.0	cH38	cH38	0	1
13251	SLC13A1	chr7	123128946	123128947	-	0.191489	196548576	123128947	123129382	2014	41062	20.388	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13273	AHCYL2	chr7	129410507	129410508	+	0.182689	196938241	129410509	129413593	16041	26257	1.637	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13305	AGBL3	chr7	134986982	134986983	+	0.09163	197445932	134986984	134987888	24519	51982	2.12	1.0	cH38,rG19,rG38,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13317	SLC13A4	chr7	135706600	135706601	-	0.529401	197522107	135706301	135706600	2470	6761	2.737	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13324	CREB3L2	chr7	137882082	137882083	-	0.096106	197601712	137880552	137882082	15245	31167	2.044	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13335	ZC3HAV1L	chr7	139028614	139028615	-	0.051206	197695956	139026834	139028614	42634	105708	2.479	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	0	1
13346	PARP12	chr7	140025582	140025583	-	0.345827	197847758	140025583	140026196	15274	25238	1.652	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13347	PARP12	chr7	140038238	140038239	-	0.235143	197850277	140037857	140038238	28304	118770	4.196	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13359	WEE2	chr7	141723132	141723133	+	0.04058	198047798	141721057	141723133	6676	541121	81.055	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13395	ATP6V0E2	chr7	149874310	149874311	+	0.040947	198615689	149874312	149875597	4500	6063	1.347	1.0	rG19,rG38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
13396	ZNF775	chr7	150396073	150396074	+	0.079332	198670937	150396075	150396512	17478	26640	1.524	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13429	ESYT2	chr7	158734252	158734253	-	0.272605	199439463	158734253	158734421	194405	16792296	86.378	37.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13457	AGPAT5	chr8	6725156	6725157	+	0.196943	199805166	6725158	6730658	1	1	1.0	1.0	cH38	cH38	0	1
13459	DEFB1	chr8	6877384	6877385	-	0.070973	199815545	6870827	6877384	385	891	2.314	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13461	ERI1	chr8	9009209	9009210	+	0.054778	199989489	9009211	9011541	37620	79511	2.114	1.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13471	MTMR9	chr8	11306188	11306189	+	0.026295	200104184	11305015	11306189	146873	1646874	11.213	5.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13471	MTMR9	chr8	11306188	11306189	+	0.026295	200103766	11300149	11306189	1298	1853	1.428	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13480	ZDHHC2	chr8	17185044	17185045	+	0.011034	200379932	17185046	17186330	31236	62569	2.003	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13508	INTS10	chr8	19844484	19844485	+	0.08856	200545244	19844486	19845703	27969	114150	4.081	2.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
13508	INTS10	chr8	19844484	19844485	+	0.08856	200545233	19844486	19844595	14701	30514	2.076	1.0	cH38,rG19,rG38	cH38	0	1
13524	EGR3	chr8	22692494	22692495	-	0.390822	200774818	22692355	22692498	5725	11842	2.068	1.0	cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
13524	EGR3	chr8	22692494	22692495	-	0.390822	200774617	22691483	22692498	3813	11216	2.942	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
13576	INTS9	chr8	28779645	28779646	-	0.161621	201211769	28777954	28779645	5166	11576	2.241	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13599	DUSP26	chr8	33594161	33594162	-	0.11565	201523980	33593748	33594161	2223	3887	1.749	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13605	PROSC	chr8	37763212	37763213	+	0.152626	201620972	37763214	37765525	5385	7119	1.322	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13607	ADGRA2	chr8	37840334	37840335	+	0.163862	201636715	37840336	37840759	27458	99721	3.632	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13608	ADGRA2	chr8	37840345	37840346	+	0.079868	201636726	37840347	37840759	6233	10683	1.714	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13629	GPAT4	chr8	41611699	41611700	+	0.060246	201951356	41611701	41611902	1612	2659	1.65	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13630	GPAT4	chr8	41611703	41611704	+	0.056844	201951356	41611701	41611902	1612	2659	1.65	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13679	TGS1	chr8	55798413	55798414	+	0.028609	202663148	55798415	55798913	21560	38945	1.806	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13692	CHD7	chr8	60846588	60846589	+	0.151993	202876192	60846590	60848514	34573	84639	2.448	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
13694	ASPH	chr8	61646954	61646955	-	0.144191	202919232	61646879	61646954	26937	59844	2.222	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13706	C8orf46	chr8	66512952	66512953	+	0.067419	203067107	66512954	66513539	12839	36681	2.857	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13708	MYBL1	chr8	66593704	66593705	-	0.020058	203074229	66593195	66593704	8835	15005	1.698	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13710	C8orf44	chr8	66677640	66677641	+	0.427903	203090288	66676903	66677641	95981	486081	5.064	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13710	C8orf44	chr8	66677640	66677641	+	0.427903	203087288	66667702	66677641	92387	419993	4.546	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13744	PRDM14	chr8	70068911	70068912	-	0.483729	203280745	70068533	70068911	3992	13847	3.469	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13774	CA3	chr8	85440458	85440459	+	0.281909	203795980	85440460	85442072	1102	3506	3.181	2.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13804	KIAA1429	chr8	94540390	94540391	-	0.024609	204093179	94538347	94540390	2367	3107	1.313	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19	0	1
13878	PKHD1L1	chr8	109489151	109489152	+	0.457868	204949427	109489153	109489951	476	983	2.065	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
13902	ENPP2	chr8	119563013	119563014	-	0.454078	205204357	119563014	119564822	114970	6441005	56.023	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13906	ENPP2	chr8	119616946	119616947	-	0.019547	205208371	119616385	119616946	3427	7621	2.224	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13933	TBC1D31	chr8	123141310	123141311	+	0.056747	205374725	123141312	123142261	17406	32658	1.876	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13934	C8orf76	chr8	123235495	123235496	-	0.392319	205388998	123231758	123235495	9812	66205	6.747	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
13948	FAM91A1	chr8	123788246	123788247	+	0.049023	205449832	123788248	123789612	75381	281234	3.731	2.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13967	GSDMC	chr8	129748740	129748741	-	0.351392	205769845	129748741	129749451	28714	347548	12.104	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
13967	GSDMC	chr8	129748740	129748741	-	0.351392	205769842	129748741	129749398	7516	25526	3.396	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38	0	1
13967	GSDMC	chr8	129748740	129748741	-	0.351392	205769746	129747081	129748740	6155	18928	3.075	1.0	cH38	cH38	0	1
13967	GSDMC	chr8	129748740	129748741	-	0.351392	205768890	129707183	129748740	2033	4546	2.236	1.0	cH38,gC29,gC33,kG38	cH38	0	1
13972	FAM49B	chr8	129878715	129878716	-	0.087106	205779699	129871497	129878715	14041	29642	2.111	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG19,sG38	0	1
13995	LRRC6	chr8	132660492	132660493	-	0.042647	205905384	132656908	132660492	11063	22857	2.066	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
14013	FAM135B	chr8	138243335	138243336	-	0.21999	206079406	138243069	138243335	720	1544	2.144	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
14025	AGO2	chr8	140544091	140544092	-	0.016897	206195667	140541359	140544091	16943	30043	1.773	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
14044	OPLAH	chr8	144052076	144052077	-	0.093482	206791255	144052077	144052168	98777	1104728	11.184	4.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
14045	OPLAH	chr8	144056523	144056524	-	0.05201	206793556	144056524	144056617	101601	1096373	10.791	4.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
14047	WDR97	chr8	144115941	144115942	+	0.194326	206826576	144115859	144115942	52389	181689	3.468	2.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
14051	SLC39A4	chr8	144414896	144414897	-	0.08306	206935635	144414897	144414973	30939	584081	18.878	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
14091	UHRF2	chr9	6497107	6497108	+	0.096857	207479389	6497104	6497197	122444	1227326	10.024	4.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
14104	FREM1	chr9	14847179	14847180	-	0.680632	207724383	14846092	14847179	5216	10478	2.009	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	rG19,rG38	0	1
14127	DENND4C	chr9	19289289	19289290	+	0.040895	207942330	19289291	19290703	19222	67895	3.532	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
14129	DENND4C	chr9	19323982	19323983	+	0.417651	207948323	19323984	19324361	22545	37070	1.644	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
14134	ACER2	chr9	19450354	19450355	+	0.156022	207975506	19450356	19450449	46478	148108	3.187	1.0	aC19,cH38,kG19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
14150	HACD4	chr9	21011695	21011696	-	0.086588	208028821	21011696	21015897	123552	3190824	25.826	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
14151	HACD4	chr9	21031399	21031400	-	0.096406	208029719	21029399	21031399	47910	261502	5.458	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,rG19,rG38,sG19,sG38	0	1
14152	ELAVL2	chr9	23693201	23693202	-	0.022346	208105750	23692885	23693201	6037	11386	1.886	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
14166	EQTN	chr9	27291255	27291256	-	0.101346	208176017	27291064	27291255	196	704	3.592	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
